"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Accessory Fragment","Genome Fragment","Order within Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","GCF_009914415.1_ASM991441v1","GCF_009914435.1_ASM991443v1","GCF_009914475.1_ASM991447v1","GCA_010918035.1_ASM1091803v1","GCF_009914375.1_ASM991437v1","GCF_002953575.2_ASM295357v2","GCF_009734145.1_ASM973414v1","GCF_009914395.1_ASM991439v1","GCF_009296145.1_ASM929614v1","GCF_010917815.1_ASM1091781v1"
"GCF_009914435.1_ASM991443v1_CDS_0422","persistent","","10","10","1.0","NA","NA","","","","1160","1160","1160.0","GCF_009914415.1_ASM991441v1_CDS_0499","GCF_009914435.1_ASM991443v1_CDS_0422","GCF_009914475.1_ASM991447v1_CDS_1855","GCA_010918035.1_ASM1091803v1_CDS_2270","GCF_009914375.1_ASM991437v1_CDS_1082","GCF_002953575.2_ASM295357v2_CDS_0452","GCF_009734145.1_ASM973414v1_CDS_2597","GCF_009914395.1_ASM991439v1_CDS_0413","GCF_009296145.1_ASM929614v1_CDS_2496","GCF_010917815.1_ASM1091781v1_CDS_2526"
"GCF_009914435.1_ASM991443v1_CDS_0486","cloud","","2","2","1.0","NA","NA","","","","974","983","978.5","","GCF_009914435.1_ASM991443v1_CDS_0486","","","","","","","","GCF_010917815.1_ASM1091781v1_CDS_2409"
"GCF_009914435.1_ASM991443v1_CDS_0807","persistent","","10","10","1.0","NA","NA","","","","776","875","865.1","GCF_009914415.1_ASM991441v1_CDS_0918","GCF_009914435.1_ASM991443v1_CDS_0807","GCF_009914475.1_ASM991447v1_CDS_1435","GCA_010918035.1_ASM1091803v1_CDS_1844","GCF_009914375.1_ASM991437v1_CDS_1512","GCF_002953575.2_ASM295357v2_CDS_0872","GCF_009734145.1_ASM973414v1_CDS_2188","GCF_009914395.1_ASM991439v1_CDS_0855","GCF_009296145.1_ASM929614v1_CDS_2065","GCF_010917815.1_ASM1091781v1_CDS_2032"
"GCF_009914435.1_ASM991443v1_CDS_0935","persistent","","10","10","1.0","NA","NA","","","","695","695","695.0","GCF_009914415.1_ASM991441v1_CDS_1037","GCF_009914435.1_ASM991443v1_CDS_0935","GCF_009914475.1_ASM991447v1_CDS_1316","GCA_010918035.1_ASM1091803v1_CDS_1726","GCF_009914375.1_ASM991437v1_CDS_1640","GCF_002953575.2_ASM295357v2_CDS_0986","GCF_009734145.1_ASM973414v1_CDS_2064","GCF_009914395.1_ASM991439v1_CDS_0974","GCF_009296145.1_ASM929614v1_CDS_1939","GCF_010917815.1_ASM1091781v1_CDS_1921"
"GCF_009914435.1_ASM991443v1_CDS_0967","persistent","","10","10","1.0","NA","NA","","","","269","269","269.0","GCF_009914415.1_ASM991441v1_CDS_1071","GCF_009914435.1_ASM991443v1_CDS_0967","GCF_009914475.1_ASM991447v1_CDS_1282","GCA_010918035.1_ASM1091803v1_CDS_1693","GCF_009914375.1_ASM991437v1_CDS_1673","GCF_002953575.2_ASM295357v2_CDS_1017","GCF_009734145.1_ASM973414v1_CDS_2034","GCF_009914395.1_ASM991439v1_CDS_1005","GCF_009296145.1_ASM929614v1_CDS_1907","GCF_010917815.1_ASM1091781v1_CDS_1889"
"GCF_009914435.1_ASM991443v1_CDS_0999","persistent","","10","10","1.0","NA","NA","","","","1457","1457","1457.0","GCF_009914415.1_ASM991441v1_CDS_1101","GCF_009914435.1_ASM991443v1_CDS_0999","GCF_009914475.1_ASM991447v1_CDS_1253","GCA_010918035.1_ASM1091803v1_CDS_1664","GCF_009914375.1_ASM991437v1_CDS_1702","GCF_002953575.2_ASM295357v2_CDS_1048","GCF_009734145.1_ASM973414v1_CDS_2003","GCF_009914395.1_ASM991439v1_CDS_1035","GCF_009296145.1_ASM929614v1_CDS_1877","GCF_010917815.1_ASM1091781v1_CDS_1859"
"GCF_009914435.1_ASM991443v1_CDS_1607","cloud","","1","1","1.0","NA","NA","","","","413","413","413.0","","GCF_009914435.1_ASM991443v1_CDS_1607","","","","","","","",""
"GCF_009914435.1_ASM991443v1_CDS_1639","cloud","","1","1","1.0","NA","NA","","","","6299","6299","6299.0","","GCF_009914435.1_ASM991443v1_CDS_1639","","","","","","","",""
"GCF_009914435.1_ASM991443v1_CDS_0326","cloud","","1","1","1.0","NA","NA","","","","1559","1559","1559.0","","GCF_009914435.1_ASM991443v1_CDS_0326","","","","","","","",""
"GCF_009914435.1_ASM991443v1_CDS_0487","cloud","","1","1","1.0","NA","NA","","","","758","758","758.0","","GCF_009914435.1_ASM991443v1_CDS_0487","","","","","","","",""
"GCF_009914435.1_ASM991443v1_CDS_0712","persistent","","10","11","1.1","NA","NA","","","","248","2255","2054.0","GCF_009914415.1_ASM991441v1_CDS_0828","GCF_009914435.1_ASM991443v1_CDS_0712","GCF_009914475.1_ASM991447v1_CDS_1525","GCA_010918035.1_ASM1091803v1_CDS_1942" "GCA_010918035.1_ASM1091803v1_CDS_1943","GCF_009914375.1_ASM991437v1_CDS_1417","GCF_002953575.2_ASM295357v2_CDS_0780","GCF_009734145.1_ASM973414v1_CDS_2279","GCF_009914395.1_ASM991439v1_CDS_0751","GCF_009296145.1_ASM929614v1_CDS_2159","GCF_010917815.1_ASM1091781v1_CDS_2122"
"GCF_009914435.1_ASM991443v1_CDS_0808","persistent","","10","10","1.0","NA","NA","","","","302","302","302.0","GCF_009914415.1_ASM991441v1_CDS_0919","GCF_009914435.1_ASM991443v1_CDS_0808","GCF_009914475.1_ASM991447v1_CDS_1434","GCA_010918035.1_ASM1091803v1_CDS_1842","GCF_009914375.1_ASM991437v1_CDS_1513","GCF_002953575.2_ASM295357v2_CDS_0874","GCF_009734145.1_ASM973414v1_CDS_2187","GCF_009914395.1_ASM991439v1_CDS_0856","GCF_009296145.1_ASM929614v1_CDS_2064","GCF_010917815.1_ASM1091781v1_CDS_2031"
"GCF_009914435.1_ASM991443v1_CDS_0968","persistent","","10","10","1.0","NA","NA","","","","1001","1001","1001.0","GCF_009914415.1_ASM991441v1_CDS_1072","GCF_009914435.1_ASM991443v1_CDS_0968","GCF_009914475.1_ASM991447v1_CDS_1281","GCA_010918035.1_ASM1091803v1_CDS_1692","GCF_009914375.1_ASM991437v1_CDS_1674","GCF_002953575.2_ASM295357v2_CDS_1018","GCF_009734145.1_ASM973414v1_CDS_2033","GCF_009914395.1_ASM991439v1_CDS_1007","GCF_009296145.1_ASM929614v1_CDS_1906","GCF_010917815.1_ASM1091781v1_CDS_1888"
"GCF_009914435.1_ASM991443v1_CDS_1000","persistent","","10","10","1.0","NA","NA","","","","383","383","383.0","GCF_009914415.1_ASM991441v1_CDS_1102","GCF_009914435.1_ASM991443v1_CDS_1000","GCF_009914475.1_ASM991447v1_CDS_1252","GCA_010918035.1_ASM1091803v1_CDS_1663","GCF_009914375.1_ASM991437v1_CDS_1703","GCF_002953575.2_ASM295357v2_CDS_1049","GCF_009734145.1_ASM973414v1_CDS_2002","GCF_009914395.1_ASM991439v1_CDS_1036","GCF_009296145.1_ASM929614v1_CDS_1876","GCF_010917815.1_ASM1091781v1_CDS_1858"
"GCF_009914435.1_ASM991443v1_CDS_1608","cloud","","1","1","1.0","NA","NA","","","","959","959","959.0","","GCF_009914435.1_ASM991443v1_CDS_1608","","","","","","","",""
"GCF_009914435.1_ASM991443v1_CDS_1640","cloud","","1","1","1.0","NA","NA","","","","3368","3368","3368.0","","GCF_009914435.1_ASM991443v1_CDS_1640","","","","","","","",""
"GCF_009914435.1_ASM991443v1_CDS_2089","persistent","","10","10","1.0","NA","NA","","","","803","803","803.0","GCF_009914415.1_ASM991441v1_CDS_2126","GCF_009914435.1_ASM991443v1_CDS_2089","GCF_009914475.1_ASM991447v1_CDS_0229","GCA_010918035.1_ASM1091803v1_CDS_0528","GCF_009914375.1_ASM991437v1_CDS_2743","GCF_002953575.2_ASM295357v2_CDS_2222","GCF_009734145.1_ASM973414v1_CDS_0818","GCF_009914395.1_ASM991439v1_CDS_2083","GCF_009296145.1_ASM929614v1_CDS_0734","GCF_010917815.1_ASM1091781v1_CDS_0703"
"GCF_009914435.1_ASM991443v1_CDS_2121","persistent","","10","10","1.0","NA","NA","","","","281","281","281.0","GCF_009914415.1_ASM991441v1_CDS_2161","GCF_009914435.1_ASM991443v1_CDS_2121","GCF_009914475.1_ASM991447v1_CDS_0194","GCA_010918035.1_ASM1091803v1_CDS_0495","GCF_009914375.1_ASM991437v1_CDS_2776","GCF_002953575.2_ASM295357v2_CDS_2254","GCF_009734145.1_ASM973414v1_CDS_0786","GCF_009914395.1_ASM991439v1_CDS_2118","GCF_009296145.1_ASM929614v1_CDS_0700","GCF_010917815.1_ASM1091781v1_CDS_0669"
"GCF_009914435.1_ASM991443v1_CDS_2281","cloud","","1","1","1.0","NA","NA","","","","449","449","449.0","","GCF_009914435.1_ASM991443v1_CDS_2281","","","","","","","",""
"GCF_009914435.1_ASM991443v1_CDS_2825","cloud","","1","1","1.0","NA","NA","","","","155","155","155.0","","GCF_009914435.1_ASM991443v1_CDS_2825","","","","","","","",""
"GCF_009914475.1_ASM991447v1_CDS_0020","persistent","","10","10","1.0","NA","NA","","","","695","695","695.0","GCF_009914415.1_ASM991441v1_CDS_2335","GCF_009914435.1_ASM991443v1_CDS_2297","GCF_009914475.1_ASM991447v1_CDS_0020","GCA_010918035.1_ASM1091803v1_CDS_0307","GCF_009914375.1_ASM991437v1_CDS_0100","GCF_002953575.2_ASM295357v2_CDS_2526","GCF_009734145.1_ASM973414v1_CDS_0494","GCF_009914395.1_ASM991439v1_CDS_2302","GCF_009296145.1_ASM929614v1_CDS_0518","GCF_010917815.1_ASM1091781v1_CDS_0489"
"GCF_009914475.1_ASM991447v1_CDS_0212","persistent","","10","10","1.0","NA","NA","","","","626","626","626.0","GCF_009914415.1_ASM991441v1_CDS_2143","GCF_009914435.1_ASM991443v1_CDS_2103","GCF_009914475.1_ASM991447v1_CDS_0212","GCA_010918035.1_ASM1091803v1_CDS_0513","GCF_009914375.1_ASM991437v1_CDS_2758","GCF_002953575.2_ASM295357v2_CDS_2236","GCF_009734145.1_ASM973414v1_CDS_0804","GCF_009914395.1_ASM991439v1_CDS_2100","GCF_009296145.1_ASM929614v1_CDS_0718","GCF_010917815.1_ASM1091781v1_CDS_0687"
"GCF_009914415.1_ASM991441v1_CDS_1837","persistent","","10","10","1.0","NA","NA","","","","428","428","428.0","GCF_009914415.1_ASM991441v1_CDS_1837","GCF_009914435.1_ASM991443v1_CDS_1782","GCF_009914475.1_ASM991447v1_CDS_0518","GCA_010918035.1_ASM1091803v1_CDS_0866","GCF_009914375.1_ASM991437v1_CDS_2424","GCF_002953575.2_ASM295357v2_CDS_1881","GCF_009734145.1_ASM973414v1_CDS_1140","GCF_009914395.1_ASM991439v1_CDS_1779","GCF_009296145.1_ASM929614v1_CDS_1117","GCF_010917815.1_ASM1091781v1_CDS_1038"
"GCF_009914415.1_ASM991441v1_CDS_1869","persistent","","10","10","1.0","NA","NA","","","","929","929","929.0","GCF_009914415.1_ASM991441v1_CDS_1869","GCF_009914435.1_ASM991443v1_CDS_1815","GCF_009914475.1_ASM991447v1_CDS_0486","GCA_010918035.1_ASM1091803v1_CDS_0834","GCF_009914375.1_ASM991437v1_CDS_2460","GCF_002953575.2_ASM295357v2_CDS_1915","GCF_009734145.1_ASM973414v1_CDS_1105","GCF_009914395.1_ASM991439v1_CDS_1827","GCF_009296145.1_ASM929614v1_CDS_1020","GCF_010917815.1_ASM1091781v1_CDS_0992"
"GCF_009914415.1_ASM991441v1_CDS_1933","persistent","","10","10","1.0","NA","NA","","","","1340","1340","1340.0","GCF_009914415.1_ASM991441v1_CDS_1933","GCF_009914435.1_ASM991443v1_CDS_1878","GCF_009914475.1_ASM991447v1_CDS_0422","GCA_010918035.1_ASM1091803v1_CDS_0726","GCF_009914375.1_ASM991437v1_CDS_2541","GCF_002953575.2_ASM295357v2_CDS_1987","GCF_009734145.1_ASM973414v1_CDS_1037","GCF_009914395.1_ASM991439v1_CDS_1890","GCF_009296145.1_ASM929614v1_CDS_0927","GCF_010917815.1_ASM1091781v1_CDS_0899"
"GCF_009914415.1_ASM991441v1_CDS_1965","persistent","","10","10","1.0","NA","NA","","","","140","140","140.0","GCF_009914415.1_ASM991441v1_CDS_1965","GCF_009914435.1_ASM991443v1_CDS_1910","GCF_009914475.1_ASM991447v1_CDS_0390","GCA_010918035.1_ASM1091803v1_CDS_0694","GCF_009914375.1_ASM991437v1_CDS_2573","GCF_002953575.2_ASM295357v2_CDS_2020","GCF_009734145.1_ASM973414v1_CDS_1004","GCF_009914395.1_ASM991439v1_CDS_1924","GCF_009296145.1_ASM929614v1_CDS_0895","GCF_010917815.1_ASM1091781v1_CDS_0867"
"GCF_009914415.1_ASM991441v1_CDS_1997","persistent","","10","10","1.0","NA","NA","","","","1046","1073","1067.6","GCF_009914415.1_ASM991441v1_CDS_1997","GCF_009914435.1_ASM991443v1_CDS_1941","GCF_009914475.1_ASM991447v1_CDS_0358","GCA_010918035.1_ASM1091803v1_CDS_0663","GCF_009914375.1_ASM991437v1_CDS_2605","GCF_002953575.2_ASM295357v2_CDS_2052","GCF_009734145.1_ASM973414v1_CDS_0972","GCF_009914395.1_ASM991439v1_CDS_1956","GCF_009296145.1_ASM929614v1_CDS_0864","GCF_010917815.1_ASM1091781v1_CDS_0836"
"GCF_009914415.1_ASM991441v1_CDS_2574","persistent","","10","10","1.0","NA","NA","","","","1193","1199","1197.8","GCF_009914415.1_ASM991441v1_CDS_2574","GCF_009914435.1_ASM991443v1_CDS_2540","GCF_009914475.1_ASM991447v1_CDS_2589","GCA_010918035.1_ASM1091803v1_CDS_0069","GCF_009914375.1_ASM991437v1_CDS_0338","GCF_002953575.2_ASM295357v2_CDS_2755","GCF_009734145.1_ASM973414v1_CDS_0264","GCF_009914395.1_ASM991439v1_CDS_2535","GCF_009296145.1_ASM929614v1_CDS_0261","GCF_010917815.1_ASM1091781v1_CDS_0254"
"GCF_009914415.1_ASM991441v1_CDS_2830","cloud","","3","3","1.0","NA","NA","","","","305","305","305.0","GCF_009914415.1_ASM991441v1_CDS_2830","GCF_009914435.1_ASM991443v1_CDS_2795","GCF_009914475.1_ASM991447v1_CDS_2864","","","","","","",""
"GCF_009914435.1_ASM991443v1_CDS_0167","persistent","","10","10","1.0","NA","NA","","","","539","566","563.3","GCF_009914415.1_ASM991441v1_CDS_0223","GCF_009914435.1_ASM991443v1_CDS_0167","GCF_009914475.1_ASM991447v1_CDS_2131","GCA_010918035.1_ASM1091803v1_CDS_2517","GCF_009914375.1_ASM991437v1_CDS_0782","GCF_002953575.2_ASM295357v2_CDS_0171","GCF_009734145.1_ASM973414v1_CDS_2928","GCF_009914395.1_ASM991439v1_CDS_0176","GCF_009296145.1_ASM929614v1_CDS_2732","GCF_010917815.1_ASM1091781v1_CDS_2742"
"GCF_009914435.1_ASM991443v1_CDS_0199","persistent","","10","16","1.6","NA","NA","","","","227","293","286.25","GCF_009914415.1_ASM991441v1_CDS_2719" "GCF_009914415.1_ASM991441v1_CDS_0282","GCF_009914435.1_ASM991443v1_CDS_0199","GCF_009914475.1_ASM991447v1_CDS_2073" "GCF_009914475.1_ASM991447v1_CDS_2444","GCA_010918035.1_ASM1091803v1_CDS_3038","GCF_009914375.1_ASM991437v1_CDS_0794" "GCF_009914375.1_ASM991437v1_CDS_0799" "GCF_009914375.1_ASM991437v1_CDS_0850" "GCF_009914375.1_ASM991437v1_CDS_0866","GCF_002953575.2_ASM295357v2_CDS_0234","GCF_009734145.1_ASM973414v1_CDS_2864","GCF_009914395.1_ASM991439v1_CDS_2936","GCF_009296145.1_ASM929614v1_CDS_0674","GCF_010917815.1_ASM1091781v1_CDS_0643" "GCF_010917815.1_ASM1091781v1_CDS_3091"
"GCF_009914435.1_ASM991443v1_CDS_0231","persistent","","10","10","1.0","NA","NA","","","","2336","2351","2349.5","GCF_009914415.1_ASM991441v1_CDS_0311","GCF_009914435.1_ASM991443v1_CDS_0231","GCF_009914475.1_ASM991447v1_CDS_2042","GCA_010918035.1_ASM1091803v1_CDS_2458","GCF_009914375.1_ASM991437v1_CDS_0899","GCF_002953575.2_ASM295357v2_CDS_0266","GCF_009734145.1_ASM973414v1_CDS_2812","GCF_009914395.1_ASM991439v1_CDS_0230","GCF_009296145.1_ASM929614v1_CDS_2682","GCF_010917815.1_ASM1091781v1_CDS_2709"
"GCF_009914435.1_ASM991443v1_CDS_0488","cloud","","1","1","1.0","NA","NA","","","","1220","1220","1220.0","","GCF_009914435.1_ASM991443v1_CDS_0488","","","","","","","",""
"GCF_009914435.1_ASM991443v1_CDS_0713","cloud","","3","3","1.0","NA","NA","","","","1319","1319","1319.0","","GCF_009914435.1_ASM991443v1_CDS_0713","","GCA_010918035.1_ASM1091803v1_CDS_1941","","GCF_002953575.2_ASM295357v2_CDS_0781","","","",""
"GCF_009914435.1_ASM991443v1_CDS_0905","persistent","","10","10","1.0","NA","NA","","","","716","716","716.0","GCF_009914415.1_ASM991441v1_CDS_1007","GCF_009914435.1_ASM991443v1_CDS_0905","GCF_009914475.1_ASM991447v1_CDS_1346","GCA_010918035.1_ASM1091803v1_CDS_1758","GCF_009914375.1_ASM991437v1_CDS_1609","GCF_002953575.2_ASM295357v2_CDS_0954","GCF_009734145.1_ASM973414v1_CDS_2098","GCF_009914395.1_ASM991439v1_CDS_0943","GCF_009296145.1_ASM929614v1_CDS_1971","GCF_010917815.1_ASM1091781v1_CDS_1951"
"GCF_009914435.1_ASM991443v1_CDS_0937","persistent","","10","12","1.2","NA","NA","","","","242","1259","922.5","GCF_009914415.1_ASM991441v1_CDS_1039","GCF_009914435.1_ASM991443v1_CDS_0937","GCF_009914475.1_ASM991447v1_CDS_1314","GCA_010918035.1_ASM1091803v1_CDS_1724","GCF_009914375.1_ASM991437v1_CDS_1642" "GCF_009914375.1_ASM991437v1_CDS_1643","GCF_002953575.2_ASM295357v2_CDS_0988","GCF_009734145.1_ASM973414v1_CDS_2062","GCF_009914395.1_ASM991439v1_CDS_0977" "GCF_009914395.1_ASM991439v1_CDS_0976","GCF_009296145.1_ASM929614v1_CDS_1937","GCF_010917815.1_ASM1091781v1_CDS_1919"
"GCF_009914435.1_ASM991443v1_CDS_1001","persistent","","10","10","1.0","NA","NA","","","","620","620","620.0","GCF_009914415.1_ASM991441v1_CDS_1103","GCF_009914435.1_ASM991443v1_CDS_1001","GCF_009914475.1_ASM991447v1_CDS_1251","GCA_010918035.1_ASM1091803v1_CDS_1662","GCF_009914375.1_ASM991437v1_CDS_1704","GCF_002953575.2_ASM295357v2_CDS_1050","GCF_009734145.1_ASM973414v1_CDS_2001","GCF_009914395.1_ASM991439v1_CDS_1037","GCF_009296145.1_ASM929614v1_CDS_1875","GCF_010917815.1_ASM1091781v1_CDS_1857"
"GCF_009914435.1_ASM991443v1_CDS_1609","cloud","","1","1","1.0","NA","NA","","","","359","359","359.0","","GCF_009914435.1_ASM991443v1_CDS_1609","","","","","","","",""
"GCF_009914435.1_ASM991443v1_CDS_1641","cloud","","1","1","1.0","NA","NA","","","","3062","3062","3062.0","","GCF_009914435.1_ASM991443v1_CDS_1641","","","","","","","",""
"GCF_009914435.1_ASM991443v1_CDS_1705","cloud","","1","2","2.0","NA","NA","","","","206","557","381.5","","GCF_009914435.1_ASM991443v1_CDS_0566" "GCF_009914435.1_ASM991443v1_CDS_1705","","","","","","","",""
"GCF_009914435.1_ASM991443v1_CDS_2058","persistent","","10","10","1.0","NA","NA","","","","380","380","380.0","GCF_009914415.1_ASM991441v1_CDS_2095","GCF_009914435.1_ASM991443v1_CDS_2058","GCF_009914475.1_ASM991447v1_CDS_0260","GCA_010918035.1_ASM1091803v1_CDS_0559","GCF_009914375.1_ASM991437v1_CDS_2712","GCF_002953575.2_ASM295357v2_CDS_2191","GCF_009734145.1_ASM973414v1_CDS_0851","GCF_009914395.1_ASM991439v1_CDS_2051","GCF_009296145.1_ASM929614v1_CDS_0765","GCF_010917815.1_ASM1091781v1_CDS_0734"
"GCF_009914435.1_ASM991443v1_CDS_2090","persistent","","10","10","1.0","NA","NA","","","","695","695","695.0","GCF_009914415.1_ASM991441v1_CDS_2127","GCF_009914435.1_ASM991443v1_CDS_2090","GCF_009914475.1_ASM991447v1_CDS_0228","GCA_010918035.1_ASM1091803v1_CDS_0527","GCF_009914375.1_ASM991437v1_CDS_2744","GCF_002953575.2_ASM295357v2_CDS_2223","GCF_009734145.1_ASM973414v1_CDS_0817","GCF_009914395.1_ASM991439v1_CDS_2084","GCF_009296145.1_ASM929614v1_CDS_0733","GCF_010917815.1_ASM1091781v1_CDS_0702"
"GCF_009914435.1_ASM991443v1_CDS_2122","persistent","","10","10","1.0","NA","NA","","","","770","794","789.2","GCF_009914415.1_ASM991441v1_CDS_2162","GCF_009914435.1_ASM991443v1_CDS_2122","GCF_009914475.1_ASM991447v1_CDS_0193","GCA_010918035.1_ASM1091803v1_CDS_0494","GCF_009914375.1_ASM991437v1_CDS_2777","GCF_002953575.2_ASM295357v2_CDS_2255","GCF_009734145.1_ASM973414v1_CDS_0785","GCF_009914395.1_ASM991439v1_CDS_2119","GCF_009296145.1_ASM929614v1_CDS_0699","GCF_010917815.1_ASM1091781v1_CDS_0668"
"GCF_009296145.1_ASM929614v1_CDS_0623","persistent","","10","10","1.0","NA","NA","","","","1319","1319","1319.0","GCF_009914415.1_ASM991441v1_CDS_2232","GCF_009914435.1_ASM991443v1_CDS_2195","GCF_009914475.1_ASM991447v1_CDS_0123","GCA_010918035.1_ASM1091803v1_CDS_0417","GCF_009914375.1_ASM991437v1_CDS_2865","GCF_002953575.2_ASM295357v2_CDS_0672","GCF_009734145.1_ASM973414v1_CDS_2388","GCF_009914395.1_ASM991439v1_CDS_2194","GCF_009296145.1_ASM929614v1_CDS_0623","GCF_010917815.1_ASM1091781v1_CDS_0591"
"GCF_009296145.1_ASM929614v1_CDS_0655","persistent","","10","10","1.0","NA","NA","","","","935","935","935.0","GCF_009914415.1_ASM991441v1_CDS_2202","GCF_009914435.1_ASM991443v1_CDS_2161","GCF_009914475.1_ASM991447v1_CDS_0153","GCA_010918035.1_ASM1091803v1_CDS_0450","GCF_009914375.1_ASM991437v1_CDS_2823","GCF_002953575.2_ASM295357v2_CDS_0703","GCF_009734145.1_ASM973414v1_CDS_2358","GCF_009914395.1_ASM991439v1_CDS_2159","GCF_009296145.1_ASM929614v1_CDS_0655","GCF_010917815.1_ASM1091781v1_CDS_0623"
"GCF_009296145.1_ASM929614v1_CDS_1072","cloud","","1","1","1.0","NA","NA","","","","269","269","269.0","","","","","","","","","GCF_009296145.1_ASM929614v1_CDS_1072",""
"GCF_009296145.1_ASM929614v1_CDS_2353","cloud","","1","1","1.0","NA","NA","","","","554","554","554.0","","","","","","","","","GCF_009296145.1_ASM929614v1_CDS_2353",""
"GCF_009296145.1_ASM929614v1_CDS_2417","persistent","","10","10","1.0","NA","NA","","","","2723","2810","2801.3","GCF_009914415.1_ASM991441v1_CDS_0566","GCF_009914435.1_ASM991443v1_CDS_0466","GCF_009914475.1_ASM991447v1_CDS_1787","GCA_010918035.1_ASM1091803v1_CDS_2220","GCF_009914375.1_ASM991437v1_CDS_1129","GCF_002953575.2_ASM295357v2_CDS_0574","GCF_009734145.1_ASM973414v1_CDS_2481","GCF_009914395.1_ASM991439v1_CDS_0458","GCF_009296145.1_ASM929614v1_CDS_2417","GCF_010917815.1_ASM1091781v1_CDS_2451"
"GCF_009296145.1_ASM929614v1_CDS_2481","cloud","","1","1","1.0","NA","NA","","","","584","584","584.0","","","","","","","","","GCF_009296145.1_ASM929614v1_CDS_2481",""
"GCF_009296145.1_ASM929614v1_CDS_3093","cloud","","1","1","1.0","NA","NA","","","","314","314","314.0","","","","","","","","","GCF_009296145.1_ASM929614v1_CDS_3093",""
"GCF_010917815.1_ASM1091781v1_CDS_0059","cloud","","1","1","1.0","NA","NA","","","","887","887","887.0","","","","","","","","","","GCF_010917815.1_ASM1091781v1_CDS_0059"
"GCF_010917815.1_ASM1091781v1_CDS_0091","cloud","","1","1","1.0","NA","NA","","","","419","419","419.0","","","","","","","","","","GCF_010917815.1_ASM1091781v1_CDS_0091"
"GCF_010917815.1_ASM1091781v1_CDS_0123","cloud","","3","3","1.0","NA","NA","","","","227","227","227.0","GCF_009914415.1_ASM991441v1_CDS_2692","","GCF_009914475.1_ASM991447v1_CDS_2471","","","","","","","GCF_010917815.1_ASM1091781v1_CDS_0123"
"GCF_009914375.1_ASM991437v1_CDS_1816","persistent","","10","10","1.0","NA","NA","","","","380","434","390.8","GCF_009914415.1_ASM991441v1_CDS_1213","GCF_009914435.1_ASM991443v1_CDS_1120","GCF_009914475.1_ASM991447v1_CDS_1142","GCA_010918035.1_ASM1091803v1_CDS_1549","GCF_009914375.1_ASM991437v1_CDS_1816","GCF_002953575.2_ASM295357v2_CDS_1173","GCF_009734145.1_ASM973414v1_CDS_1883","GCF_009914395.1_ASM991439v1_CDS_1150","GCF_009296145.1_ASM929614v1_CDS_1752","GCF_010917815.1_ASM1091781v1_CDS_1741"
"GCF_009914375.1_ASM991437v1_CDS_2745","persistent","","10","10","1.0","NA","NA","","","","2750","2894","2879.6","GCF_009914415.1_ASM991441v1_CDS_2128","GCF_009914435.1_ASM991443v1_CDS_2091","GCF_009914475.1_ASM991447v1_CDS_0227","GCA_010918035.1_ASM1091803v1_CDS_0526","GCF_009914375.1_ASM991437v1_CDS_2745","GCF_002953575.2_ASM295357v2_CDS_2224","GCF_009734145.1_ASM973414v1_CDS_0816","GCF_009914395.1_ASM991439v1_CDS_2085","GCF_009296145.1_ASM929614v1_CDS_0732","GCF_010917815.1_ASM1091781v1_CDS_0701"
"GCF_002953575.2_ASM295357v2_CDS_0117","cloud","","1","1","1.0","NA","NA","","","","353","353","353.0","","","","","","GCF_002953575.2_ASM295357v2_CDS_0117","","","",""
"GCF_002953575.2_ASM295357v2_CDS_0921","persistent","","10","10","1.0","NA","NA","","","","332","767","680.0","GCF_009914415.1_ASM991441v1_CDS_0961","GCF_009914435.1_ASM991443v1_CDS_0857","GCF_009914475.1_ASM991447v1_CDS_1392","GCA_010918035.1_ASM1091803v1_CDS_1789","GCF_009914375.1_ASM991437v1_CDS_1575","GCF_002953575.2_ASM295357v2_CDS_0921","GCF_009734145.1_ASM973414v1_CDS_2136","GCF_009914395.1_ASM991439v1_CDS_0905","GCF_009296145.1_ASM929614v1_CDS_2014","GCF_010917815.1_ASM1091781v1_CDS_1986"
"GCF_002953575.2_ASM295357v2_CDS_1433","cloud","","2","2","1.0","NA","NA","","","","896","896","896.0","","","","","","GCF_002953575.2_ASM295357v2_CDS_1433","GCF_009734145.1_ASM973414v1_CDS_1501","","",""
"GCF_002953575.2_ASM295357v2_CDS_1561","persistent","","10","10","1.0","NA","NA","","","","245","245","245.0","GCF_009914415.1_ASM991441v1_CDS_1585","GCF_009914435.1_ASM991443v1_CDS_1496","GCF_009914475.1_ASM991447v1_CDS_0770","GCA_010918035.1_ASM1091803v1_CDS_1155","GCF_009914375.1_ASM991437v1_CDS_2181","GCF_002953575.2_ASM295357v2_CDS_1561","GCF_009734145.1_ASM973414v1_CDS_1384","GCF_009914395.1_ASM991439v1_CDS_1551","GCF_009296145.1_ASM929614v1_CDS_1318","GCF_010917815.1_ASM1091781v1_CDS_1301"
"GCF_009914415.1_ASM991441v1_CDS_2832","cloud","","3","3","1.0","NA","NA","","","","593","593","593.0","GCF_009914415.1_ASM991441v1_CDS_2832","GCF_009914435.1_ASM991443v1_CDS_2797","GCF_009914475.1_ASM991447v1_CDS_2862","","","","","","",""
