"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Accessory Fragment","Genome Fragment","Order within Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","GCA_003359435.2_ASM335943v2","GCF_004295305.1_ASM429530v1","GCF_002951295.1_ASM295129v1","GCF_003143895.1_ASM314389v1","GCF_000814165.3_ASM81416v3","GCF_002082665.1_ASM208266v1","GCA_003359375.2_ASM335937v2","GCA_003359395.2_ASM335939v2","GCA_003359355.2_ASM335935v2","GCA_003359505.2_ASM335950v2"
"GCF_003143895.1_ASM314389v1_CDS_1603","persistent","","10","18","1.8","NA","NA","","","","233","1454","803.5","GCA_003359435.2_ASM335943v2_CDS_2087" "GCA_003359435.2_ASM335943v2_CDS_2086","GCF_004295305.1_ASM429530v1_CDS_1637","GCF_002951295.1_ASM295129v1_CDS_1258","GCF_003143895.1_ASM314389v1_CDS_1603","GCF_000814165.3_ASM81416v3_CDS_1579","GCF_002082665.1_ASM208266v1_CDS_1764","GCA_003359375.2_ASM335937v2_CDS_2475" "GCA_003359375.2_ASM335937v2_CDS_2473" "GCA_003359375.2_ASM335937v2_CDS_2474","GCA_003359395.2_ASM335939v2_CDS_2410" "GCA_003359395.2_ASM335939v2_CDS_2409" "GCA_003359395.2_ASM335939v2_CDS_2411","GCA_003359355.2_ASM335935v2_CDS_2745" "GCA_003359355.2_ASM335935v2_CDS_2744" "GCA_003359355.2_ASM335935v2_CDS_2746","GCA_003359505.2_ASM335950v2_CDS_2524" "GCA_003359505.2_ASM335950v2_CDS_2525"
"GCF_003143895.1_ASM314389v1_CDS_1731","persistent","","10","12","1.2","NA","NA","","","","185","1019","845.5","GCA_003359435.2_ASM335943v2_CDS_2265" "GCA_003359435.2_ASM335943v2_CDS_2264","GCF_004295305.1_ASM429530v1_CDS_1765","GCF_002951295.1_ASM295129v1_CDS_1385","GCF_003143895.1_ASM314389v1_CDS_1731","GCF_000814165.3_ASM81416v3_CDS_1709","GCF_002082665.1_ASM208266v1_CDS_1633","GCA_003359375.2_ASM335937v2_CDS_2681","GCA_003359395.2_ASM335939v2_CDS_2609","GCA_003359355.2_ASM335935v2_CDS_2958" "GCA_003359355.2_ASM335935v2_CDS_2959","GCA_003359505.2_ASM335950v2_CDS_2718"
"GCF_003143895.1_ASM314389v1_CDS_1763","cloud","","3","3","1.0","NA","NA","","","","782","1052","962.0","","","GCF_002951295.1_ASM295129v1_CDS_1415","GCF_003143895.1_ASM314389v1_CDS_1763","","","","","","GCA_003359505.2_ASM335950v2_CDS_2776"
"GCF_003143895.1_ASM314389v1_CDS_2083","cloud","","1","1","1.0","NA","NA","","","","203","203","203.0","","","","GCF_003143895.1_ASM314389v1_CDS_2083","","","","","",""
"GCF_003143895.1_ASM314389v1_CDS_2627","cloud","","3","3","1.0","NA","NA","","","","290","815","497.0","","","","GCF_003143895.1_ASM314389v1_CDS_2627","","","","GCA_003359395.2_ASM335939v2_CDS_3960","GCA_003359355.2_ASM335935v2_CDS_4250",""
"GCF_003143895.1_ASM314389v1_CDS_2851","persistent","","10","12","1.2","NA","NA","","","","212","734","581.5","GCA_003359435.2_ASM335943v2_CDS_3570","GCF_004295305.1_ASM429530v1_CDS_2759","GCF_002951295.1_ASM295129v1_CDS_2538","GCF_003143895.1_ASM314389v1_CDS_2851","GCF_000814165.3_ASM81416v3_CDS_2738","GCF_002082665.1_ASM208266v1_CDS_3140","GCA_003359375.2_ASM335937v2_CDS_4385","GCA_003359395.2_ASM335939v2_CDS_4367" "GCA_003359395.2_ASM335939v2_CDS_4366","GCA_003359355.2_ASM335935v2_CDS_4694" "GCA_003359355.2_ASM335935v2_CDS_4695","GCA_003359505.2_ASM335950v2_CDS_4440"
"GCA_003359355.2_ASM335935v2_CDS_5526","cloud","","1","1","1.0","NA","NA","","","","230","230","230.0","","","","","","","","","GCA_003359355.2_ASM335935v2_CDS_5526",""
"GCA_003359355.2_ASM335935v2_CDS_5718","cloud","","1","1","1.0","NA","NA","","","","161","161","161.0","","","","","","","","","GCA_003359355.2_ASM335935v2_CDS_5718",""
"GCA_003359355.2_ASM335935v2_CDS_5814","cloud","","2","2","1.0","NA","NA","","","","527","527","527.0","","","","","","","","","GCA_003359355.2_ASM335935v2_CDS_5814","GCA_003359505.2_ASM335950v2_CDS_5371"
"GCA_003359355.2_ASM335935v2_CDS_6233","cloud","","2","2","1.0","NA","NA","","","","479","1088","783.5","","","","","","","GCA_003359375.2_ASM335937v2_CDS_5874","","GCA_003359355.2_ASM335935v2_CDS_6233",""
"GCA_003359355.2_ASM335935v2_CDS_6329","persistent","","7","10","1.43","NA","NA","","","","353","1157","791.0","GCA_003359435.2_ASM335943v2_CDS_4789" "GCA_003359435.2_ASM335943v2_CDS_4788","","","","GCF_000814165.3_ASM81416v3_CDS_3672","GCF_002082665.1_ASM208266v1_CDS_3439","GCA_003359375.2_ASM335937v2_CDS_5841" "GCA_003359375.2_ASM335937v2_CDS_5842","GCA_003359395.2_ASM335939v2_CDS_5900" "GCA_003359395.2_ASM335939v2_CDS_5899","GCA_003359355.2_ASM335935v2_CDS_6329","GCA_003359505.2_ASM335950v2_CDS_4887"
"GCA_003359355.2_ASM335935v2_CDS_6361","cloud","","2","2","1.0","NA","NA","","","","287","596","441.5","","","","","","","","GCA_003359395.2_ASM335939v2_CDS_5934","GCA_003359355.2_ASM335935v2_CDS_6361",""
"GCA_003359355.2_ASM335935v2_CDS_6425","cloud","","2","2","1.0","NA","NA","","","","206","206","206.0","","","","","","","","GCA_003359395.2_ASM335939v2_CDS_5768","GCA_003359355.2_ASM335935v2_CDS_6425",""
"GCA_003359355.2_ASM335935v2_CDS_6617","cloud","","1","1","1.0","NA","NA","","","","329","329","329.0","","","","","","","","","GCA_003359355.2_ASM335935v2_CDS_6617",""
"GCA_003359355.2_ASM335935v2_CDS_6649","cloud","","1","1","1.0","NA","NA","","","","122","122","122.0","","","","","","","","","GCA_003359355.2_ASM335935v2_CDS_6649",""
"GCA_003359505.2_ASM335950v2_CDS_0772","cloud","","3","3","1.0","NA","NA","","","","518","518","518.0","","","","GCF_003143895.1_ASM314389v1_CDS_0552","","GCF_002082665.1_ASM208266v1_CDS_0678","","","","GCA_003359505.2_ASM335950v2_CDS_0772"
"GCA_003359505.2_ASM335950v2_CDS_0804","cloud","","1","1","1.0","NA","NA","","","","221","221","221.0","","","","","","","","","","GCA_003359505.2_ASM335950v2_CDS_0804"
"GCA_003359505.2_ASM335950v2_CDS_1060","cloud","","1","1","1.0","NA","NA","","","","167","167","167.0","","","","","","","","","","GCA_003359505.2_ASM335950v2_CDS_1060"
"GCA_003359505.2_ASM335950v2_CDS_1124","cloud","","1","1","1.0","NA","NA","","","","392","392","392.0","","","","","","","","","","GCA_003359505.2_ASM335950v2_CDS_1124"
"GCA_003359505.2_ASM335950v2_CDS_1188","cloud","","1","1","1.0","NA","NA","","","","824","824","824.0","","","","","","","","","","GCA_003359505.2_ASM335950v2_CDS_1188"
"GCA_003359505.2_ASM335950v2_CDS_1220","cloud","","1","1","1.0","NA","NA","","","","296","296","296.0","","","","","","","","","","GCA_003359505.2_ASM335950v2_CDS_1220"
"GCA_003359505.2_ASM335950v2_CDS_1636","persistent","","10","11","1.1","NA","NA","","","","122","554","499.45","GCA_003359435.2_ASM335943v2_CDS_1493","GCF_004295305.1_ASM429530v1_CDS_1071","GCF_002951295.1_ASM295129v1_CDS_0683","GCF_003143895.1_ASM314389v1_CDS_1081","GCF_000814165.3_ASM81416v3_CDS_1093","GCF_002082665.1_ASM208266v1_CDS_1273","GCA_003359375.2_ASM335937v2_CDS_1682" "GCA_003359375.2_ASM335937v2_CDS_1681","GCA_003359395.2_ASM335939v2_CDS_6133","GCA_003359355.2_ASM335935v2_CDS_1855","GCA_003359505.2_ASM335950v2_CDS_1636"
"GCA_003359395.2_ASM335939v2_CDS_1258","cloud","","4","4","1.0","NA","NA","","","","113","239","176.0","GCA_003359435.2_ASM335943v2_CDS_1040","","","","","","GCA_003359375.2_ASM335937v2_CDS_1232","GCA_003359395.2_ASM335939v2_CDS_1258","GCA_003359355.2_ASM335935v2_CDS_1353",""
"GCA_003359395.2_ASM335939v2_CDS_1962","cloud","","1","1","1.0","NA","NA","","","","116","116","116.0","","","","","","","","GCA_003359395.2_ASM335939v2_CDS_1962","",""
"GCA_003359395.2_ASM335939v2_CDS_3050","cloud","","3","3","1.0","NA","NA","","","","473","473","473.0","","","","GCF_003143895.1_ASM314389v1_CDS_2068","","","","GCA_003359395.2_ASM335939v2_CDS_3050","GCA_003359355.2_ASM335935v2_CDS_2004",""
"GCA_003359395.2_ASM335939v2_CDS_3082","cloud","","1","1","1.0","NA","NA","","","","335","335","335.0","","","","","","","","GCA_003359395.2_ASM335939v2_CDS_3082","",""
"GCA_003359395.2_ASM335939v2_CDS_3594","cloud","","1","1","1.0","NA","NA","","","","467","467","467.0","","","","","","","","GCA_003359395.2_ASM335939v2_CDS_3594","",""
"GCA_003359395.2_ASM335939v2_CDS_4106","cloud","","1","1","1.0","NA","NA","","","","143","143","143.0","","","","","","","","GCA_003359395.2_ASM335939v2_CDS_4106","",""
"GCA_003359395.2_ASM335939v2_CDS_4138","cloud","","1","1","1.0","NA","NA","","","","254","254","254.0","","","","","","","","GCA_003359395.2_ASM335939v2_CDS_4138","",""
"GCA_003359395.2_ASM335939v2_CDS_4266","cloud","","1","1","1.0","NA","NA","","","","305","305","305.0","","","","","","","","GCA_003359395.2_ASM335939v2_CDS_4266","",""
"GCA_003359395.2_ASM335939v2_CDS_4298","cloud","","2","2","1.0","NA","NA","","","","374","374","374.0","","","","","","","","GCA_003359395.2_ASM335939v2_CDS_4298","GCA_003359355.2_ASM335935v2_CDS_4623",""
"GCF_000814165.3_ASM81416v3_CDS_1764","cloud","","1","1","1.0","NA","NA","","","","917","917","917.0","","","","","GCF_000814165.3_ASM81416v3_CDS_1764","","","","",""
"GCF_000814165.3_ASM81416v3_CDS_1796","persistent","","10","15","1.5","NA","NA","","","","275","1961","1252.4","GCA_003359435.2_ASM335943v2_CDS_2390","GCF_004295305.1_ASM429530v1_CDS_1872","GCF_002951295.1_ASM295129v1_CDS_1508","GCF_003143895.1_ASM314389v1_CDS_1833","GCF_000814165.3_ASM81416v3_CDS_1796","GCF_002082665.1_ASM208266v1_CDS_1541","GCA_003359375.2_ASM335937v2_CDS_2838" "GCA_003359375.2_ASM335937v2_CDS_2837","GCA_003359395.2_ASM335939v2_CDS_2768" "GCA_003359395.2_ASM335939v2_CDS_2769","GCA_003359355.2_ASM335935v2_CDS_3105" "GCA_003359355.2_ASM335935v2_CDS_3107" "GCA_003359355.2_ASM335935v2_CDS_3106","GCA_003359505.2_ASM335950v2_CDS_2895" "GCA_003359505.2_ASM335950v2_CDS_2894"
"GCF_000814165.3_ASM81416v3_CDS_2308","cloud","","1","1","1.0","NA","NA","","","","467","467","467.0","","","","","GCF_000814165.3_ASM81416v3_CDS_2308","","","","",""
"GCF_000814165.3_ASM81416v3_CDS_2692","cloud","","1","1","1.0","NA","NA","","","","911","911","911.0","","","","","GCF_000814165.3_ASM81416v3_CDS_2692","","","","",""
"GCF_000814165.3_ASM81416v3_CDS_3589","cloud","","1","1","1.0","NA","NA","","","","896","896","896.0","","","","","GCF_000814165.3_ASM81416v3_CDS_3589","","","","",""
"GCF_000814165.3_ASM81416v3_CDS_3621","cloud","","1","1","1.0","NA","NA","","","","1073","1073","1073.0","","","","","GCF_000814165.3_ASM81416v3_CDS_3621","","","","",""
"GCF_000814165.3_ASM81416v3_CDS_3653","cloud","","1","1","1.0","NA","NA","","","","197","197","197.0","","","","","GCF_000814165.3_ASM81416v3_CDS_3653","","","","",""
"GCF_000814165.3_ASM81416v3_CDS_3717","cloud","","1","1","1.0","NA","NA","","","","95","95","95.0","","","","","GCF_000814165.3_ASM81416v3_CDS_3717","","","","",""
"GCF_000814165.3_ASM81416v3_CDS_3749","cloud","","1","1","1.0","NA","NA","","","","842","842","842.0","","","","","GCF_000814165.3_ASM81416v3_CDS_3749","","","","",""
"GCF_002082665.1_ASM208266v1_CDS_0259","persistent","","10","17","1.7","NA","NA","","","","152","947","559.82","GCA_003359435.2_ASM335943v2_CDS_0211" "GCA_003359435.2_ASM335943v2_CDS_0213" "GCA_003359435.2_ASM335943v2_CDS_0212","GCF_004295305.1_ASM429530v1_CDS_0147","GCF_002951295.1_ASM295129v1_CDS_3540","GCF_003143895.1_ASM314389v1_CDS_0138","GCF_000814165.3_ASM81416v3_CDS_0141","GCF_002082665.1_ASM208266v1_CDS_0259","GCA_003359375.2_ASM335937v2_CDS_0245" "GCA_003359375.2_ASM335937v2_CDS_0244","GCA_003359395.2_ASM335939v2_CDS_0262" "GCA_003359395.2_ASM335939v2_CDS_0261","GCA_003359355.2_ASM335935v2_CDS_0279" "GCA_003359355.2_ASM335935v2_CDS_0278","GCA_003359505.2_ASM335950v2_CDS_0197" "GCA_003359505.2_ASM335950v2_CDS_0195" "GCA_003359505.2_ASM335950v2_CDS_0196"
"GCF_002082665.1_ASM208266v1_CDS_0675","cloud","","3","4","1.33","NA","NA","","","","188","440","323.0","","","","GCF_003143895.1_ASM314389v1_CDS_0549","","GCF_002082665.1_ASM208266v1_CDS_0675","","","","GCA_003359505.2_ASM335950v2_CDS_0766" "GCA_003359505.2_ASM335950v2_CDS_0767"
"GCA_003359355.2_ASM335935v2_CDS_4438","cloud","","2","2","1.0","NA","NA","","","","143","143","143.0","","","","","","","","","GCA_003359355.2_ASM335935v2_CDS_4438","GCA_003359505.2_ASM335950v2_CDS_4290"
"GCA_003359355.2_ASM335935v2_CDS_4598","cloud","","1","1","1.0","NA","NA","","","","317","317","317.0","","","","","","","","","GCA_003359355.2_ASM335935v2_CDS_4598",""
"GCA_003359355.2_ASM335935v2_CDS_4758","cloud","","2","2","1.0","NA","NA","","","","326","410","368.0","","","","","","","","GCA_003359395.2_ASM335939v2_CDS_4424","GCA_003359355.2_ASM335935v2_CDS_4758",""
"GCA_003359355.2_ASM335935v2_CDS_4983","cloud","","3","3","1.0","NA","NA","","","","356","758","532.0","GCA_003359435.2_ASM335943v2_CDS_3779","","","","","","","GCA_003359395.2_ASM335939v2_CDS_4644","GCA_003359355.2_ASM335935v2_CDS_4983",""
"GCA_003359355.2_ASM335935v2_CDS_5015","cloud","","2","2","1.0","NA","NA","","","","212","323","267.5","","","","","","","","GCA_003359395.2_ASM335939v2_CDS_4672","GCA_003359355.2_ASM335935v2_CDS_5015",""
"GCA_003359355.2_ASM335935v2_CDS_5047","cloud","","2","2","1.0","NA","NA","","","","239","452","345.5","GCA_003359435.2_ASM335943v2_CDS_3824","","","","","","","","GCA_003359355.2_ASM335935v2_CDS_5047",""
"GCA_003359355.2_ASM335935v2_CDS_5240","cloud","","1","1","1.0","NA","NA","","","","146","146","146.0","","","","","","","","","GCA_003359355.2_ASM335935v2_CDS_5240",""
"GCA_003359355.2_ASM335935v2_CDS_5496","cloud","","1","1","1.0","NA","NA","","","","320","320","320.0","","","","","","","","","GCA_003359355.2_ASM335935v2_CDS_5496",""
"GCA_003359355.2_ASM335935v2_CDS_5816","cloud","","2","2","1.0","NA","NA","","","","218","503","360.5","","","","","","","","","GCA_003359355.2_ASM335935v2_CDS_5816","GCA_003359505.2_ASM335950v2_CDS_5376"
"GCA_003359355.2_ASM335935v2_CDS_5946","cloud","","1","1","1.0","NA","NA","","","","164","164","164.0","","","","","","","","","GCA_003359355.2_ASM335935v2_CDS_5946",""
"GCA_003359355.2_ASM335935v2_CDS_5978","persistent","","10","10","1.0","NA","NA","","","","227","398","372.2","GCA_003359435.2_ASM335943v2_CDS_4537","GCF_004295305.1_ASM429530v1_CDS_3527","GCF_002951295.1_ASM295129v1_CDS_3260","GCF_003143895.1_ASM314389v1_CDS_3640","GCF_000814165.3_ASM81416v3_CDS_3419","GCF_002082665.1_ASM208266v1_CDS_3868","GCA_003359375.2_ASM335937v2_CDS_5451","GCA_003359395.2_ASM335939v2_CDS_5541","GCA_003359355.2_ASM335935v2_CDS_5978","GCA_003359505.2_ASM335950v2_CDS_5521"
"GCA_003359355.2_ASM335935v2_CDS_6235","cloud","","1","1","1.0","NA","NA","","","","569","569","569.0","","","","","","","","","GCA_003359355.2_ASM335935v2_CDS_6235",""
"GCA_003359355.2_ASM335935v2_CDS_6299","cloud","","2","2","1.0","NA","NA","","","","305","377","341.0","","","","","","","","GCA_003359395.2_ASM335939v2_CDS_5863","GCA_003359355.2_ASM335935v2_CDS_6299",""
"GCA_003359355.2_ASM335935v2_CDS_6363","cloud","","1","1","1.0","NA","NA","","","","713","713","713.0","","","","","","","","","GCA_003359355.2_ASM335935v2_CDS_6363",""
"GCA_003359355.2_ASM335935v2_CDS_6523","cloud","","1","1","1.0","NA","NA","","","","380","380","380.0","","","","","","","","","GCA_003359355.2_ASM335935v2_CDS_6523",""
"GCA_003359355.2_ASM335935v2_CDS_6619","cloud","","1","1","1.0","NA","NA","","","","212","212","212.0","","","","","","","","","GCA_003359355.2_ASM335935v2_CDS_6619",""
"GCA_003359355.2_ASM335935v2_CDS_6651","cloud","","1","1","1.0","NA","NA","","","","110","110","110.0","","","","","","","","","GCA_003359355.2_ASM335935v2_CDS_6651",""
"GCA_003359505.2_ASM335950v2_CDS_0101","cloud","","1","1","1.0","NA","NA","","","","1694","1694","1694.0","","","","","","","","","","GCA_003359505.2_ASM335950v2_CDS_0101"
"GCA_003359375.2_ASM335937v2_CDS_0144","cloud","","1","1","1.0","NA","NA","","","","773","773","773.0","","","","","","","GCA_003359375.2_ASM335937v2_CDS_0144","","",""
"GCA_003359375.2_ASM335937v2_CDS_0208","cloud","","1","1","1.0","NA","NA","","","","260","260","260.0","","","","","","","GCA_003359375.2_ASM335937v2_CDS_0208","","",""
"GCA_003359375.2_ASM335937v2_CDS_0368","cloud","","1","1","1.0","NA","NA","","","","695","695","695.0","","","","","","","GCA_003359375.2_ASM335937v2_CDS_0368","","",""
"GCA_003359375.2_ASM335937v2_CDS_0400","cloud","","1","1","1.0","NA","NA","","","","386","386","386.0","","","","","","","GCA_003359375.2_ASM335937v2_CDS_0400","","",""
"GCA_003359375.2_ASM335937v2_CDS_1105","cloud","","1","1","1.0","NA","NA","","","","242","242","242.0","","","","","","","GCA_003359375.2_ASM335937v2_CDS_1105","","",""
"GCA_003359375.2_ASM335937v2_CDS_1489","cloud","","2","2","1.0","NA","NA","","","","176","257","216.5","","","","","","","GCA_003359375.2_ASM335937v2_CDS_1489","","GCA_003359355.2_ASM335935v2_CDS_1656",""
"GCA_003359375.2_ASM335937v2_CDS_1809","cloud","","1","1","1.0","NA","NA","","","","281","281","281.0","","","","","","","GCA_003359375.2_ASM335937v2_CDS_1809","","",""
"GCA_003359375.2_ASM335937v2_CDS_2609","cloud","","1","1","1.0","NA","NA","","","","422","422","422.0","","","","","","","GCA_003359375.2_ASM335937v2_CDS_2609","","",""
"GCF_004295305.1_ASM429530v1_CDS_2087","cloud","","1","1","1.0","NA","NA","","","","353","353","353.0","","GCF_004295305.1_ASM429530v1_CDS_2087","","","","","","","",""
"GCF_004295305.1_ASM429530v1_CDS_2119","cloud","","2","2","1.0","NA","NA","","","","1007","1007","1007.0","","GCF_004295305.1_ASM429530v1_CDS_2119","","","GCF_000814165.3_ASM81416v3_CDS_2044","","","","",""
"GCF_004295305.1_ASM429530v1_CDS_2343","cloud","","1","1","1.0","NA","NA","","","","659","659","659.0","","GCF_004295305.1_ASM429530v1_CDS_2343","","","","","","","",""
"GCF_004295305.1_ASM429530v1_CDS_2791","cloud","","4","8","2.0","NA","NA","","","","218","4484","1369.62","","GCF_004295305.1_ASM429530v1_CDS_2791","","","GCF_000814165.3_ASM81416v3_CDS_3712" "GCF_000814165.3_ASM81416v3_CDS_1176","","","GCA_003359395.2_ASM335939v2_CDS_1772" "GCA_003359395.2_ASM335939v2_CDS_3036" "GCA_003359395.2_ASM335939v2_CDS_4251","GCA_003359355.2_ASM335935v2_CDS_4573" "GCA_003359355.2_ASM335935v2_CDS_4570",""
"GCF_004295305.1_ASM429530v1_CDS_2823","cloud","","1","1","1.0","NA","NA","","","","554","554","554.0","","GCF_004295305.1_ASM429530v1_CDS_2823","","","","","","","",""
"GCF_004295305.1_ASM429530v1_CDS_2952","cloud","","1","1","1.0","NA","NA","","","","6758","6758","6758.0","","GCF_004295305.1_ASM429530v1_CDS_2952","","","","","","","",""
"GCF_004295305.1_ASM429530v1_CDS_3592","cloud","","1","1","1.0","NA","NA","","","","941","941","941.0","","GCF_004295305.1_ASM429530v1_CDS_3592","","","","","","","",""
"GCF_002951295.1_ASM295129v1_CDS_0241","persistent","","10","15","1.5","NA","NA","","","","158","1238","788.6","GCA_003359435.2_ASM335943v2_CDS_0811","GCF_004295305.1_ASM429530v1_CDS_0624","GCF_002951295.1_ASM295129v1_CDS_0241","GCF_003143895.1_ASM314389v1_CDS_0618","GCF_000814165.3_ASM81416v3_CDS_0597","GCF_002082665.1_ASM208266v1_CDS_0750","GCA_003359375.2_ASM335937v2_CDS_0958" "GCA_003359375.2_ASM335937v2_CDS_0957" "GCA_003359375.2_ASM335937v2_CDS_0959","GCA_003359395.2_ASM335939v2_CDS_0973" "GCA_003359395.2_ASM335939v2_CDS_0972","GCA_003359355.2_ASM335935v2_CDS_1034" "GCA_003359355.2_ASM335935v2_CDS_1033" "GCA_003359355.2_ASM335935v2_CDS_1032","GCA_003359505.2_ASM335950v2_CDS_0891"
"GCF_002951295.1_ASM295129v1_CDS_0721","cloud","","3","3","1.0","NA","NA","","","","551","563","555.0","","","GCF_002951295.1_ASM295129v1_CDS_0721","","","GCF_002082665.1_ASM208266v1_CDS_1313","","","","GCA_003359505.2_ASM335950v2_CDS_1686"
"GCF_002951295.1_ASM295129v1_CDS_0881","cloud","","2","2","1.0","NA","NA","","","","254","254","254.0","","","GCF_002951295.1_ASM295129v1_CDS_0881","","","","","","","GCA_003359505.2_ASM335950v2_CDS_1916"
"GCF_002951295.1_ASM295129v1_CDS_1105","persistent","","10","13","1.3","NA","NA","","","","509","1781","1314.85","GCA_003359435.2_ASM335943v2_CDS_1969" "GCA_003359435.2_ASM335943v2_CDS_1968","GCF_004295305.1_ASM429530v1_CDS_1547","GCF_002951295.1_ASM295129v1_CDS_1105","GCF_003143895.1_ASM314389v1_CDS_1515","GCF_000814165.3_ASM81416v3_CDS_1491","GCF_002082665.1_ASM208266v1_CDS_1852","GCA_003359375.2_ASM335937v2_CDS_2340" "GCA_003359375.2_ASM335937v2_CDS_2339","GCA_003359395.2_ASM335939v2_CDS_2276","GCA_003359355.2_ASM335935v2_CDS_2616","GCA_003359505.2_ASM335950v2_CDS_2260" "GCA_003359505.2_ASM335950v2_CDS_2261"
"GCF_002951295.1_ASM295129v1_CDS_1137","cloud","","1","1","1.0","NA","NA","","","","209","209","209.0","","","GCF_002951295.1_ASM295129v1_CDS_1137","","","","","","",""
"GCF_002951295.1_ASM295129v1_CDS_1169","cloud","","2","2","1.0","NA","NA","","","","470","470","470.0","","","GCF_002951295.1_ASM295129v1_CDS_1169","","","","","GCA_003359395.2_ASM335939v2_CDS_3849","",""
"GCA_003359395.2_ASM335939v2_CDS_2893","cloud","","1","1","1.0","NA","NA","","","","143","143","143.0","","","","","","","","GCA_003359395.2_ASM335939v2_CDS_2893","",""
"GCA_003359395.2_ASM335939v2_CDS_3053","cloud","","1","1","1.0","NA","NA","","","","320","320","320.0","","","","","","","","GCA_003359395.2_ASM335939v2_CDS_3053","",""
"GCA_003359395.2_ASM335939v2_CDS_3085","cloud","","1","1","1.0","NA","NA","","","","176","176","176.0","","","","","","","","GCA_003359395.2_ASM335939v2_CDS_3085","",""
"GCA_003359395.2_ASM335939v2_CDS_3853","cloud","","3","3","1.0","NA","NA","","","","1334","1334","1334.0","","","GCF_002951295.1_ASM295129v1_CDS_1165","","","","","GCA_003359395.2_ASM335939v2_CDS_3853","GCA_003359355.2_ASM335935v2_CDS_4143",""
"GCA_003359395.2_ASM335939v2_CDS_4205","cloud","","2","2","1.0","NA","NA","","","","332","332","332.0","","","","","","","","GCA_003359395.2_ASM335939v2_CDS_4205","GCA_003359355.2_ASM335935v2_CDS_4522",""
"GCA_003359395.2_ASM335939v2_CDS_4237","cloud","","3","7","2.33","NA","NA","","","","191","2276","948.29","","GCF_004295305.1_ASM429530v1_CDS_2721","","","","","","GCA_003359395.2_ASM335939v2_CDS_0422" "GCA_003359395.2_ASM335939v2_CDS_4237","GCA_003359355.2_ASM335935v2_CDS_4555" "GCA_003359355.2_ASM335935v2_CDS_4557" "GCA_003359355.2_ASM335935v2_CDS_4556" "GCA_003359355.2_ASM335935v2_CDS_0451",""
"GCA_003359395.2_ASM335939v2_CDS_4301","cloud","","1","1","1.0","NA","NA","","","","119","119","119.0","","","","","","","","GCA_003359395.2_ASM335939v2_CDS_4301","",""
"GCA_003359395.2_ASM335939v2_CDS_4429","cloud","","2","2","1.0","NA","NA","","","","197","212","204.5","","","","","","","","GCA_003359395.2_ASM335939v2_CDS_4429","GCA_003359355.2_ASM335935v2_CDS_4762",""
"GCA_003359395.2_ASM335939v2_CDS_4654","cloud","","1","1","1.0","NA","NA","","","","437","437","437.0","","","","","","","","GCA_003359395.2_ASM335939v2_CDS_4654","",""
"GCA_003359395.2_ASM335939v2_CDS_4686","cloud","","1","1","1.0","NA","NA","","","","578","578","578.0","","","","","","","","GCA_003359395.2_ASM335939v2_CDS_4686","",""
"GCA_003359395.2_ASM335939v2_CDS_4911","cloud","","1","1","1.0","NA","NA","","","","329","329","329.0","","","","","","","","GCA_003359395.2_ASM335939v2_CDS_4911","",""
"GCA_003359395.2_ASM335939v2_CDS_5359","cloud","","2","2","1.0","NA","NA","","","","137","137","137.0","","","","","","","","GCA_003359395.2_ASM335939v2_CDS_5359","","GCA_003359505.2_ASM335950v2_CDS_5307"
"GCA_003359395.2_ASM335939v2_CDS_5648","cloud","","2","2","1.0","NA","NA","","","","206","206","206.0","","","","","","","","GCA_003359395.2_ASM335939v2_CDS_5648","GCA_003359355.2_ASM335935v2_CDS_6092",""
"GCA_003359395.2_ASM335939v2_CDS_5809","cloud","","2","2","1.0","NA","NA","","","","200","200","200.0","","","","","","","","GCA_003359395.2_ASM335939v2_CDS_5809","GCA_003359355.2_ASM335935v2_CDS_6460",""
