"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Accessory Fragment","Genome Fragment","Order within Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","GCF_000191145.1_ASM19114v1","GCA_003359215.2_ASM335921v2","GCA_003359295.2_ASM335929v2","GCF_001617545.1_ASM161754v1","GCF_001577285.1_ASM157728v1","GCA_003359275.2_ASM335927v2","GCA_003354845.1_ASM335484v1","GCA_003359315.2_ASM335931v2","GCA_003359305.2_ASM335930v2","GCA_003359225.2_ASM335922v2"
"GCF_000191145.1_ASM19114v1_CDS_1174","cloud","","3","4","1.33","NA","NA","","","","476","1196","773.75","GCF_000191145.1_ASM19114v1_CDS_1174","","","","","","GCA_003354845.1_ASM335484v1_CDS_2750" "GCA_003354845.1_ASM335484v1_CDS_2751","","GCA_003359305.2_ASM335930v2_CDS_3001",""
"GCF_000191145.1_ASM19114v1_CDS_2102","shell","","5","7","1.4","NA","NA","","","","398","2012","986.86","GCF_000191145.1_ASM19114v1_CDS_2102","","GCA_003359295.2_ASM335929v2_CDS_1039","","","GCA_003359275.2_ASM335927v2_CDS_1110","","GCA_003359315.2_ASM335931v2_CDS_1190" "GCA_003359315.2_ASM335931v2_CDS_1189","","GCA_003359225.2_ASM335922v2_CDS_1252" "GCA_003359225.2_ASM335922v2_CDS_1253"
"GCF_000191145.1_ASM19114v1_CDS_2198","cloud","","4","4","1.0","NA","NA","","","","266","626","447.5","GCF_000191145.1_ASM19114v1_CDS_2198","GCA_003359215.2_ASM335921v2_CDS_1017","","GCF_001617545.1_ASM161754v1_CDS_3439","GCF_001577285.1_ASM157728v1_CDS_0202","","","","",""
"GCF_000191145.1_ASM19114v1_CDS_2934","persistent","","9","10","1.11","NA","NA","","","","191","983","643.1","GCF_000191145.1_ASM19114v1_CDS_2934","","GCA_003359295.2_ASM335929v2_CDS_4607","GCF_001617545.1_ASM161754v1_CDS_0475","GCF_001577285.1_ASM157728v1_CDS_1001","GCA_003359275.2_ASM335927v2_CDS_5203","GCA_003354845.1_ASM335484v1_CDS_5512" "GCA_003354845.1_ASM335484v1_CDS_5513","GCA_003359315.2_ASM335931v2_CDS_5151","GCA_003359305.2_ASM335930v2_CDS_6196","GCA_003359225.2_ASM335922v2_CDS_5366"
"GCF_000191145.1_ASM19114v1_CDS_2966","cloud","","1","1","1.0","NA","NA","","","","1136","1136","1136.0","GCF_000191145.1_ASM19114v1_CDS_2966","","","","","","","","",""
"GCF_000191145.1_ASM19114v1_CDS_2998","cloud","","2","2","1.0","NA","NA","","","","353","365","359.0","GCF_000191145.1_ASM19114v1_CDS_2998","","GCA_003359295.2_ASM335929v2_CDS_4528","","","","","","",""
"GCF_000191145.1_ASM19114v1_CDS_3094","cloud","","3","4","1.33","NA","NA","","","","404","1403","926.75","GCF_000191145.1_ASM19114v1_CDS_3094","","","","GCF_001577285.1_ASM157728v1_CDS_1165","","GCA_003354845.1_ASM335484v1_CDS_5282" "GCA_003354845.1_ASM335484v1_CDS_5281","","",""
"GCF_000191145.1_ASM19114v1_CDS_3446","persistent","","10","29","2.9","NA","NA","","","","167","2756","865.28","GCF_000191145.1_ASM19114v1_CDS_3446","GCA_003359215.2_ASM335921v2_CDS_4367" "GCA_003359215.2_ASM335921v2_CDS_4368","GCA_003359295.2_ASM335929v2_CDS_3945" "GCA_003359295.2_ASM335929v2_CDS_3946","GCF_001617545.1_ASM161754v1_CDS_0983","GCF_001577285.1_ASM157728v1_CDS_1589","GCA_003359275.2_ASM335927v2_CDS_4524" "GCA_003359275.2_ASM335927v2_CDS_4521" "GCA_003359275.2_ASM335927v2_CDS_4525" "GCA_003359275.2_ASM335927v2_CDS_4522" "GCA_003359275.2_ASM335927v2_CDS_4523","GCA_003354845.1_ASM335484v1_CDS_4792" "GCA_003354845.1_ASM335484v1_CDS_4791","GCA_003359315.2_ASM335931v2_CDS_4464" "GCA_003359315.2_ASM335931v2_CDS_4461" "GCA_003359315.2_ASM335931v2_CDS_4465" "GCA_003359315.2_ASM335931v2_CDS_4462" "GCA_003359315.2_ASM335931v2_CDS_4463","GCA_003359305.2_ASM335930v2_CDS_5378" "GCA_003359305.2_ASM335930v2_CDS_5375" "GCA_003359305.2_ASM335930v2_CDS_5376" "GCA_003359305.2_ASM335930v2_CDS_5373" "GCA_003359305.2_ASM335930v2_CDS_5377" "GCA_003359305.2_ASM335930v2_CDS_5374","GCA_003359225.2_ASM335922v2_CDS_4652" "GCA_003359225.2_ASM335922v2_CDS_4650" "GCA_003359225.2_ASM335922v2_CDS_4649" "GCA_003359225.2_ASM335922v2_CDS_4651"
"GCA_003359215.2_ASM335921v2_CDS_0283","cloud","","2","2","1.0","NA","NA","","","","395","443","419.0","","GCA_003359215.2_ASM335921v2_CDS_0283","","GCF_001617545.1_ASM161754v1_CDS_0196","","","","","",""
"GCA_003359215.2_ASM335921v2_CDS_0347","cloud","","3","3","1.0","NA","NA","","","","389","707","601.0","","GCA_003359215.2_ASM335921v2_CDS_0347","","","GCF_001577285.1_ASM157728v1_CDS_0695","","GCA_003354845.1_ASM335484v1_CDS_0367","","",""
"GCA_003359215.2_ASM335921v2_CDS_0667","cloud","","4","4","1.0","NA","NA","","","","635","692","677.75","GCF_000191145.1_ASM19114v1_CDS_2490","GCA_003359215.2_ASM335921v2_CDS_0667","","GCF_001617545.1_ASM161754v1_CDS_0442","GCF_001577285.1_ASM157728v1_CDS_0476","","","","",""
"GCA_003359315.2_ASM335931v2_CDS_4819","cloud","","1","1","1.0","NA","NA","","","","185","185","185.0","","","","","","","","GCA_003359315.2_ASM335931v2_CDS_4819","",""
"GCA_003359315.2_ASM335931v2_CDS_5108","cloud","","3","4","1.33","NA","NA","","","","305","890","682.25","","","GCA_003359295.2_ASM335929v2_CDS_4569","","","","","GCA_003359315.2_ASM335931v2_CDS_5108","","GCA_003359225.2_ASM335922v2_CDS_5318" "GCA_003359225.2_ASM335922v2_CDS_5319"
"GCA_003359315.2_ASM335931v2_CDS_5237","cloud","","2","3","1.5","NA","NA","","","","320","1073","587.0","","","","","","","","GCA_003359315.2_ASM335931v2_CDS_5237","","GCA_003359225.2_ASM335922v2_CDS_5784" "GCA_003359225.2_ASM335922v2_CDS_5783"
"GCA_003359315.2_ASM335931v2_CDS_5365","cloud","","1","1","1.0","NA","NA","","","","251","251","251.0","","","","","","","","GCA_003359315.2_ASM335931v2_CDS_5365","",""
"GCA_003359315.2_ASM335931v2_CDS_5397","cloud","","1","1","1.0","NA","NA","","","","1346","1346","1346.0","","","","","","","","GCA_003359315.2_ASM335931v2_CDS_5397","",""
"GCA_003359315.2_ASM335931v2_CDS_5429","cloud","","1","1","1.0","NA","NA","","","","770","770","770.0","","","","","","","","GCA_003359315.2_ASM335931v2_CDS_5429","",""
"GCA_003359315.2_ASM335931v2_CDS_5461","cloud","","2","3","1.5","NA","NA","","","","212","461","314.0","","","","","","","","GCA_003359315.2_ASM335931v2_CDS_5461","","GCA_003359225.2_ASM335922v2_CDS_5607" "GCA_003359225.2_ASM335922v2_CDS_5608"
"GCA_003359315.2_ASM335931v2_CDS_5493","cloud","","2","2","1.0","NA","NA","","","","311","311","311.0","","","","","","","","GCA_003359315.2_ASM335931v2_CDS_5493","","GCA_003359225.2_ASM335922v2_CDS_5566"
"GCA_003359315.2_ASM335931v2_CDS_5525","cloud","","1","1","1.0","NA","NA","","","","311","311","311.0","","","","","","","","GCA_003359315.2_ASM335931v2_CDS_5525","",""
"GCA_003359315.2_ASM335931v2_CDS_5557","cloud","","2","2","1.0","NA","NA","","","","779","779","779.0","","","","","","","","GCA_003359315.2_ASM335931v2_CDS_5557","","GCA_003359225.2_ASM335922v2_CDS_5510"
"GCA_003359315.2_ASM335931v2_CDS_5589","cloud","","2","2","1.0","NA","NA","","","","527","527","527.0","","","","","","","","GCA_003359315.2_ASM335931v2_CDS_5589","","GCA_003359225.2_ASM335922v2_CDS_5479"
"GCA_003359315.2_ASM335931v2_CDS_5621","cloud","","2","2","1.0","NA","NA","","","","371","371","371.0","","","","","","","","GCA_003359315.2_ASM335931v2_CDS_5621","","GCA_003359225.2_ASM335922v2_CDS_5448"
"GCA_003359305.2_ASM335930v2_CDS_0043","cloud","","2","2","1.0","NA","NA","","","","188","188","188.0","","","","","","","","GCA_003359315.2_ASM335931v2_CDS_0043","GCA_003359305.2_ASM335930v2_CDS_0043",""
"GCA_003359305.2_ASM335930v2_CDS_0139","cloud","","1","1","1.0","NA","NA","","","","287","287","287.0","","","","","","","","","GCA_003359305.2_ASM335930v2_CDS_0139",""
"GCA_003359305.2_ASM335930v2_CDS_0363","cloud","","2","2","1.0","NA","NA","","","","818","881","849.5","","","","","","","GCA_003354845.1_ASM335484v1_CDS_0343","","GCA_003359305.2_ASM335930v2_CDS_0363",""
"GCA_003359305.2_ASM335930v2_CDS_0815","cloud","","1","1","1.0","NA","NA","","","","404","404","404.0","","","","","","","","","GCA_003359305.2_ASM335930v2_CDS_0815",""
"GCA_003359305.2_ASM335930v2_CDS_0847","cloud","","1","1","1.0","NA","NA","","","","617","617","617.0","","","","","","","","","GCA_003359305.2_ASM335930v2_CDS_0847",""
"GCA_003359305.2_ASM335930v2_CDS_0879","cloud","","1","1","1.0","NA","NA","","","","386","386","386.0","","","","","","","","","GCA_003359305.2_ASM335930v2_CDS_0879",""
"GCA_003359305.2_ASM335930v2_CDS_0911","persistent","","10","22","2.2","NA","NA","","","","254","2750","1218.91","GCF_000191145.1_ASM19114v1_CDS_2358","GCA_003359215.2_ASM335921v2_CDS_0788" "GCA_003359215.2_ASM335921v2_CDS_0786" "GCA_003359215.2_ASM335921v2_CDS_0787","GCA_003359295.2_ASM335929v2_CDS_0712" "GCA_003359295.2_ASM335929v2_CDS_0711","GCF_001617545.1_ASM161754v1_CDS_3597","GCF_001577285.1_ASM157728v1_CDS_0390","GCA_003359275.2_ASM335927v2_CDS_0740" "GCA_003359275.2_ASM335927v2_CDS_0742" "GCA_003359275.2_ASM335927v2_CDS_0741","GCA_003354845.1_ASM335484v1_CDS_0813" "GCA_003354845.1_ASM335484v1_CDS_0812" "GCA_003354845.1_ASM335484v1_CDS_0815" "GCA_003354845.1_ASM335484v1_CDS_0814","GCA_003359315.2_ASM335931v2_CDS_0803" "GCA_003359315.2_ASM335931v2_CDS_0802" "GCA_003359315.2_ASM335931v2_CDS_0804","GCA_003359305.2_ASM335930v2_CDS_0911","GCA_003359225.2_ASM335922v2_CDS_0857" "GCA_003359225.2_ASM335922v2_CDS_0858" "GCA_003359225.2_ASM335922v2_CDS_0856"
"GCA_003359305.2_ASM335930v2_CDS_1199","persistent","","5","5","1.0","NA","NA","","","","620","674","641.6","","GCA_003359215.2_ASM335921v2_CDS_1045","","","","","GCA_003354845.1_ASM335484v1_CDS_1086","GCA_003359315.2_ASM335931v2_CDS_1065","GCA_003359305.2_ASM335930v2_CDS_1199","GCA_003359225.2_ASM335922v2_CDS_1128"
"GCA_003354845.1_ASM335484v1_CDS_0463","cloud","","1","1","1.0","NA","NA","","","","233","233","233.0","","","","","","","GCA_003354845.1_ASM335484v1_CDS_0463","","",""
"GCA_003354845.1_ASM335484v1_CDS_0687","cloud","","1","1","1.0","NA","NA","","","","155","155","155.0","","","","","","","GCA_003354845.1_ASM335484v1_CDS_0687","","",""
"GCA_003354845.1_ASM335484v1_CDS_0879","cloud","","2","2","1.0","NA","NA","","","","491","491","491.0","","GCA_003359215.2_ASM335921v2_CDS_0848","","","","","GCA_003354845.1_ASM335484v1_CDS_0879","","",""
"GCA_003354845.1_ASM335484v1_CDS_1200","cloud","","1","1","1.0","NA","NA","","","","221","221","221.0","","","","","","","GCA_003354845.1_ASM335484v1_CDS_1200","","",""
"GCA_003354845.1_ASM335484v1_CDS_1232","cloud","","1","1","1.0","NA","NA","","","","308","308","308.0","","","","","","","GCA_003354845.1_ASM335484v1_CDS_1232","","",""
"GCA_003354845.1_ASM335484v1_CDS_1456","persistent","","10","13","1.3","NA","NA","","","","209","701","519.15","GCF_000191145.1_ASM19114v1_CDS_1921","GCA_003359215.2_ASM335921v2_CDS_1412" "GCA_003359215.2_ASM335921v2_CDS_1413","GCA_003359295.2_ASM335929v2_CDS_1284" "GCA_003359295.2_ASM335929v2_CDS_1285","GCF_001617545.1_ASM161754v1_CDS_3115","GCF_001577285.1_ASM157728v1_CDS_3615","GCA_003359275.2_ASM335927v2_CDS_1368" "GCA_003359275.2_ASM335927v2_CDS_1367","GCA_003354845.1_ASM335484v1_CDS_1456","GCA_003359315.2_ASM335931v2_CDS_1494","GCA_003359305.2_ASM335930v2_CDS_1622","GCA_003359225.2_ASM335922v2_CDS_1553"
"GCA_003354845.1_ASM335484v1_CDS_1520","cloud","","1","1","1.0","NA","NA","","","","335","335","335.0","","","","","","","GCA_003354845.1_ASM335484v1_CDS_1520","","",""
"GCA_003354845.1_ASM335484v1_CDS_1616","cloud","","1","1","1.0","NA","NA","","","","764","764","764.0","","","","","","","GCA_003354845.1_ASM335484v1_CDS_1616","","",""
"GCA_003354845.1_ASM335484v1_CDS_1648","cloud","","1","1","1.0","NA","NA","","","","122","122","122.0","","","","","","","GCA_003354845.1_ASM335484v1_CDS_1648","","",""
"GCA_003354845.1_ASM335484v1_CDS_2512","cloud","","1","1","1.0","NA","NA","","","","569","569","569.0","","","","","","","GCA_003354845.1_ASM335484v1_CDS_2512","","",""
"GCA_003354845.1_ASM335484v1_CDS_2672","cloud","","1","1","1.0","NA","NA","","","","245","245","245.0","","","","","","","GCA_003354845.1_ASM335484v1_CDS_2672","","",""
"GCA_003354845.1_ASM335484v1_CDS_2704","cloud","","1","1","1.0","NA","NA","","","","251","251","251.0","","","","","","","GCA_003354845.1_ASM335484v1_CDS_2704","","",""
"GCA_003354845.1_ASM335484v1_CDS_2800","cloud","","1","1","1.0","NA","NA","","","","140","140","140.0","","","","","","","GCA_003354845.1_ASM335484v1_CDS_2800","","",""
"GCA_003354845.1_ASM335484v1_CDS_2864","cloud","","1","1","1.0","NA","NA","","","","173","173","173.0","","","","","","","GCA_003354845.1_ASM335484v1_CDS_2864","","",""
"GCA_003354845.1_ASM335484v1_CDS_3408","cloud","","1","1","1.0","NA","NA","","","","251","251","251.0","","","","","","","GCA_003354845.1_ASM335484v1_CDS_3408","","",""
"GCA_003354845.1_ASM335484v1_CDS_3536","cloud","","2","4","2.0","NA","NA","","","","209","1016","695.75","","GCA_003359215.2_ASM335921v2_CDS_3169" "GCA_003359215.2_ASM335921v2_CDS_3170","","","","","GCA_003354845.1_ASM335484v1_CDS_3535" "GCA_003354845.1_ASM335484v1_CDS_3536","","",""
"GCA_003359215.2_ASM335921v2_CDS_5059","cloud","","1","1","1.0","NA","NA","","","","92","92","92.0","","GCA_003359215.2_ASM335921v2_CDS_5059","","","","","","","",""
"GCA_003359215.2_ASM335921v2_CDS_5091","cloud","","1","1","1.0","NA","NA","","","","134","134","134.0","","GCA_003359215.2_ASM335921v2_CDS_5091","","","","","","","",""
"GCA_003359215.2_ASM335921v2_CDS_5123","cloud","","1","1","1.0","NA","NA","","","","101","101","101.0","","GCA_003359215.2_ASM335921v2_CDS_5123","","","","","","","",""
"GCA_003359215.2_ASM335921v2_CDS_5252","cloud","","1","1","1.0","NA","NA","","","","230","230","230.0","","GCA_003359215.2_ASM335921v2_CDS_5252","","","","","","","",""
"GCA_003359295.2_ASM335929v2_CDS_0066","shell","","5","5","1.0","NA","NA","","","","254","254","254.0","","","GCA_003359295.2_ASM335929v2_CDS_0066","","","","GCA_003354845.1_ASM335484v1_CDS_0067","GCA_003359315.2_ASM335931v2_CDS_0080","GCA_003359305.2_ASM335930v2_CDS_0082","GCA_003359225.2_ASM335922v2_CDS_0072"
"GCA_003359295.2_ASM335929v2_CDS_0258","cloud","","1","1","1.0","NA","NA","","","","341","341","341.0","","","GCA_003359295.2_ASM335929v2_CDS_0258","","","","","","",""
"GCA_003359295.2_ASM335929v2_CDS_0290","cloud","","1","1","1.0","NA","NA","","","","242","242","242.0","","","GCA_003359295.2_ASM335929v2_CDS_0290","","","","","","",""
"GCA_003359295.2_ASM335929v2_CDS_0741","persistent","","6","6","1.0","NA","NA","","","","1295","1313","1310.0","","GCA_003359215.2_ASM335921v2_CDS_0827","GCA_003359295.2_ASM335929v2_CDS_0741","","","GCA_003359275.2_ASM335927v2_CDS_0774","GCA_003354845.1_ASM335484v1_CDS_0850","","GCA_003359305.2_ASM335930v2_CDS_0947","GCA_003359225.2_ASM335922v2_CDS_0889"
"GCA_003359295.2_ASM335929v2_CDS_0933","cloud","","4","4","1.0","NA","NA","","","","392","422","399.5","","","GCA_003359295.2_ASM335929v2_CDS_0933","","","","GCA_003354845.1_ASM335484v1_CDS_1084","GCA_003359315.2_ASM335931v2_CDS_1063","","GCA_003359225.2_ASM335922v2_CDS_1126"
"GCA_003359295.2_ASM335929v2_CDS_1029","persistent","","10","12","1.2","NA","NA","","","","155","668","508.5","GCF_000191145.1_ASM19114v1_CDS_2110","GCA_003359215.2_ASM335921v2_CDS_1140","GCA_003359295.2_ASM335929v2_CDS_1029","GCF_001617545.1_ASM161754v1_CDS_3365","GCF_001577285.1_ASM157728v1_CDS_0111","GCA_003359275.2_ASM335927v2_CDS_1099","GCA_003354845.1_ASM335484v1_CDS_1185","GCA_003359315.2_ASM335931v2_CDS_1179","GCA_003359305.2_ASM335930v2_CDS_1329" "GCA_003359305.2_ASM335930v2_CDS_1328","GCA_003359225.2_ASM335922v2_CDS_1238" "GCA_003359225.2_ASM335922v2_CDS_1237"
"GCA_003359295.2_ASM335929v2_CDS_1221","cloud","","1","1","1.0","NA","NA","","","","209","209","209.0","","","GCA_003359295.2_ASM335929v2_CDS_1221","","","","","","",""
"GCA_003359295.2_ASM335929v2_CDS_1926","persistent","","5","5","1.0","NA","NA","","","","263","263","263.0","GCF_000191145.1_ASM19114v1_CDS_1466","","GCA_003359295.2_ASM335929v2_CDS_1926","GCF_001617545.1_ASM161754v1_CDS_2541","GCF_001577285.1_ASM157728v1_CDS_3104","","","","GCA_003359305.2_ASM335930v2_CDS_2561",""
"GCA_003359295.2_ASM335929v2_CDS_2726","cloud","","2","2","1.0","NA","NA","","","","140","410","275.0","","","GCA_003359295.2_ASM335929v2_CDS_2726","","","","","","GCA_003359305.2_ASM335930v2_CDS_3664",""
"GCA_003359295.2_ASM335929v2_CDS_2854","cloud","","1","3","3.0","NA","NA","","","","242","851","531.0","","","GCA_003359295.2_ASM335929v2_CDS_4357" "GCA_003359295.2_ASM335929v2_CDS_2854" "GCA_003359295.2_ASM335929v2_CDS_4358","","","","","","",""
"GCA_003359305.2_ASM335930v2_CDS_5652","cloud","","1","1","1.0","NA","NA","","","","110","110","110.0","","","","","","","","","GCA_003359305.2_ASM335930v2_CDS_5652",""
"GCA_003359305.2_ASM335930v2_CDS_5876","persistent","","5","5","1.0","NA","NA","","","","170","212","186.2","","","GCA_003359295.2_ASM335929v2_CDS_4328","","","GCA_003359275.2_ASM335927v2_CDS_4932","GCA_003354845.1_ASM335484v1_CDS_5212","GCA_003359315.2_ASM335931v2_CDS_4887","GCA_003359305.2_ASM335930v2_CDS_5876",""
"GCA_003359305.2_ASM335930v2_CDS_6038","cloud","","1","1","1.0","NA","NA","","","","152","152","152.0","","","","","","","","","GCA_003359305.2_ASM335930v2_CDS_6038",""
"GCA_003359305.2_ASM335930v2_CDS_6134","cloud","","1","1","1.0","NA","NA","","","","188","188","188.0","","","","","","","","","GCA_003359305.2_ASM335930v2_CDS_6134",""
"GCA_003359305.2_ASM335930v2_CDS_6166","cloud","","1","1","1.0","NA","NA","","","","590","590","590.0","","","","","","","","","GCA_003359305.2_ASM335930v2_CDS_6166",""
"GCA_003359305.2_ASM335930v2_CDS_6295","cloud","","1","1","1.0","NA","NA","","","","710","710","710.0","","","","","","","","","GCA_003359305.2_ASM335930v2_CDS_6295",""
"GCA_003359305.2_ASM335930v2_CDS_6327","cloud","","2","2","1.0","NA","NA","","","","164","536","350.0","","","GCA_003359295.2_ASM335929v2_CDS_4713","","","","","","GCA_003359305.2_ASM335930v2_CDS_6327",""
"GCA_003359305.2_ASM335930v2_CDS_6423","cloud","","1","1","1.0","NA","NA","","","","215","215","215.0","","","","","","","","","GCA_003359305.2_ASM335930v2_CDS_6423",""
"GCA_003359225.2_ASM335922v2_CDS_0041","cloud","","1","1","1.0","NA","NA","","","","281","281","281.0","","","","","","","","","","GCA_003359225.2_ASM335922v2_CDS_0041"
"GCA_003359225.2_ASM335922v2_CDS_0361","shell","","6","6","1.0","NA","NA","","","","413","467","458.0","","GCA_003359215.2_ASM335921v2_CDS_0311","","","","GCA_003359275.2_ASM335927v2_CDS_0303","GCA_003354845.1_ASM335484v1_CDS_0332","GCA_003359315.2_ASM335931v2_CDS_0327","GCA_003359305.2_ASM335930v2_CDS_0354","GCA_003359225.2_ASM335922v2_CDS_0361"
"GCA_003359225.2_ASM335922v2_CDS_0393","cloud","","1","1","1.0","NA","NA","","","","731","731","731.0","","","","","","","","","","GCA_003359225.2_ASM335922v2_CDS_0393"
"GCA_003359225.2_ASM335922v2_CDS_0489","cloud","","1","1","1.0","NA","NA","","","","155","155","155.0","","","","","","","","","","GCA_003359225.2_ASM335922v2_CDS_0489"
"GCA_003359225.2_ASM335922v2_CDS_0585","cloud","","1","1","1.0","NA","NA","","","","218","218","218.0","","","","","","","","","","GCA_003359225.2_ASM335922v2_CDS_0585"
"GCA_003359225.2_ASM335922v2_CDS_1161","cloud","","1","1","1.0","NA","NA","","","","200","200","200.0","","","","","","","","","","GCA_003359225.2_ASM335922v2_CDS_1161"
"GCA_003359225.2_ASM335922v2_CDS_1289","cloud","","2","2","1.0","NA","NA","","","","959","959","959.0","","","","GCF_001617545.1_ASM161754v1_CDS_3165","","","","","","GCA_003359225.2_ASM335922v2_CDS_1289"
"GCA_003359225.2_ASM335922v2_CDS_1321","cloud","","2","2","1.0","NA","NA","","","","497","497","497.0","","GCA_003359215.2_ASM335921v2_CDS_1174","","","","","","","","GCA_003359225.2_ASM335922v2_CDS_1321"
"GCA_003359225.2_ASM335922v2_CDS_1641","cloud","","2","2","1.0","NA","NA","","","","296","296","296.0","","","GCA_003359295.2_ASM335929v2_CDS_1362","","","","","","","GCA_003359225.2_ASM335922v2_CDS_1641"
"GCA_003359225.2_ASM335922v2_CDS_1705","cloud","","2","2","1.0","NA","NA","","","","275","623","449.0","","","GCA_003359295.2_ASM335929v2_CDS_1410","","","","","","","GCA_003359225.2_ASM335922v2_CDS_1705"
"GCA_003359225.2_ASM335922v2_CDS_1769","cloud","","2","2","1.0","NA","NA","","","","347","347","347.0","","","GCA_003359295.2_ASM335929v2_CDS_1472","","","","","","","GCA_003359225.2_ASM335922v2_CDS_1769"
"GCA_003359225.2_ASM335922v2_CDS_1865","cloud","","1","1","1.0","NA","NA","","","","173","173","173.0","","","","","","","","","","GCA_003359225.2_ASM335922v2_CDS_1865"
"GCA_003359315.2_ASM335931v2_CDS_2388","persistent","","10","12","1.2","NA","NA","","","","260","851","687.0","GCF_000191145.1_ASM19114v1_CDS_1373","GCA_003359215.2_ASM335921v2_CDS_2253","GCA_003359295.2_ASM335929v2_CDS_2050","GCF_001617545.1_ASM161754v1_CDS_2448" "GCF_001617545.1_ASM161754v1_CDS_2447","GCF_001577285.1_ASM157728v1_CDS_3011","GCA_003359275.2_ASM335927v2_CDS_2321","GCA_003354845.1_ASM335484v1_CDS_2379","GCA_003359315.2_ASM335931v2_CDS_2388","GCA_003359305.2_ASM335930v2_CDS_2717" "GCA_003359305.2_ASM335930v2_CDS_2718","GCA_003359225.2_ASM335922v2_CDS_2491"
"GCA_003359315.2_ASM335931v2_CDS_3252","cloud","","1","1","1.0","NA","NA","","","","254","254","254.0","","","","","","","","GCA_003359315.2_ASM335931v2_CDS_3252","",""
"GCA_003359315.2_ASM335931v2_CDS_3348","cloud","","2","2","1.0","NA","NA","","","","131","131","131.0","","","","","","","GCA_003354845.1_ASM335484v1_CDS_3590","GCA_003359315.2_ASM335931v2_CDS_3348","",""
"GCA_003359315.2_ASM335931v2_CDS_3572","cloud","","4","4","1.0","NA","NA","","","","620","620","620.0","","GCA_003359215.2_ASM335921v2_CDS_3489","GCA_003359295.2_ASM335929v2_CDS_3085","","","","GCA_003354845.1_ASM335484v1_CDS_1649","GCA_003359315.2_ASM335931v2_CDS_3572","",""
"GCA_003359315.2_ASM335931v2_CDS_3604","persistent","","10","15","1.5","NA","NA","","","","155","1001","660.6","GCF_000191145.1_ASM19114v1_CDS_0420","GCA_003359215.2_ASM335921v2_CDS_3537" "GCA_003359215.2_ASM335921v2_CDS_3538","GCA_003359295.2_ASM335929v2_CDS_3113","GCF_001617545.1_ASM161754v1_CDS_1557","GCF_001577285.1_ASM157728v1_CDS_2166","GCA_003359275.2_ASM335927v2_CDS_3603" "GCA_003359275.2_ASM335927v2_CDS_3604","GCA_003354845.1_ASM335484v1_CDS_3803" "GCA_003354845.1_ASM335484v1_CDS_3804","GCA_003359315.2_ASM335931v2_CDS_3604","GCA_003359305.2_ASM335930v2_CDS_4342" "GCA_003359305.2_ASM335930v2_CDS_4343","GCA_003359225.2_ASM335922v2_CDS_3734" "GCA_003359225.2_ASM335922v2_CDS_3733"
"GCA_003359315.2_ASM335931v2_CDS_3636","cloud","","2","2","1.0","NA","NA","","","","179","641","410.0","","","GCA_003359295.2_ASM335929v2_CDS_3143","","","","","GCA_003359315.2_ASM335931v2_CDS_3636","",""
"GCA_003359315.2_ASM335931v2_CDS_5240","cloud","","1","1","1.0","NA","NA","","","","365","365","365.0","","","","","","","","GCA_003359315.2_ASM335931v2_CDS_5240","",""
"GCA_003359315.2_ASM335931v2_CDS_5272","cloud","","2","2","1.0","NA","NA","","","","872","1679","1275.5","","","","","","","","GCA_003359315.2_ASM335931v2_CDS_5272","","GCA_003359225.2_ASM335922v2_CDS_5743"
"GCA_003359315.2_ASM335931v2_CDS_5368","cloud","","1","1","1.0","NA","NA","","","","344","344","344.0","","","","","","","","GCA_003359315.2_ASM335931v2_CDS_5368","",""
