"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Accessory Fragment","Genome Fragment","Order within Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","GCF_001278715.1_ASM127871v1","GCF_002165255.2_ASM216525v2","GCF_001647675.1_ASM164767v1","GCF_002688565.1_ASM268856v1","GCF_002934695.1_ASM293469v1","GCF_002165295.2_ASM216529v2","GCA_001581975.1_ASM158197v1","GCF_001612555.1_ASM161255v1","GCF_001696615.3_ASM169661v3","GCF_002165305.2_ASM216530v2"
"GCF_002165305.2_ASM216530v2_CDS_0270","cloud","","1","1","1.0","NA","NA","","","","461","461","461.0","","","","","","","","","","GCF_002165305.2_ASM216530v2_CDS_0270"
"GCF_002165305.2_ASM216530v2_CDS_0302","cloud","","1","1","1.0","NA","NA","","","","644","644","644.0","","","","","","","","","","GCF_002165305.2_ASM216530v2_CDS_0302"
"GCF_002165305.2_ASM216530v2_CDS_0334","cloud","","1","1","1.0","NA","NA","","","","641","641","641.0","","","","","","","","","","GCF_002165305.2_ASM216530v2_CDS_0334"
"GCF_002165305.2_ASM216530v2_CDS_0430","cloud","","1","1","1.0","NA","NA","","","","1907","1907","1907.0","","","","","","","","","","GCF_002165305.2_ASM216530v2_CDS_0430"
"GCF_002165305.2_ASM216530v2_CDS_0462","cloud","","1","1","1.0","NA","NA","","","","551","551","551.0","","","","","","","","","","GCF_002165305.2_ASM216530v2_CDS_0462"
"GCF_002165305.2_ASM216530v2_CDS_0494","cloud","","1","1","1.0","NA","NA","","","","995","995","995.0","","","","","","","","","","GCF_002165305.2_ASM216530v2_CDS_0494"
"GCF_002165305.2_ASM216530v2_CDS_0526","cloud","","1","1","1.0","NA","NA","","","","1874","1874","1874.0","","","","","","","","","","GCF_002165305.2_ASM216530v2_CDS_0526"
"GCF_002165305.2_ASM216530v2_CDS_0558","cloud","","1","1","1.0","NA","NA","","","","449","449","449.0","","","","","","","","","","GCF_002165305.2_ASM216530v2_CDS_0558"
"GCF_002165305.2_ASM216530v2_CDS_0590","cloud","","1","1","1.0","NA","NA","","","","329","329","329.0","","","","","","","","","","GCF_002165305.2_ASM216530v2_CDS_0590"
"GCF_002165305.2_ASM216530v2_CDS_0654","cloud","","2","2","1.0","NA","NA","","","","236","2015","1125.5","","","","","","","GCA_001581975.1_ASM158197v1_CDS_2011","","","GCF_002165305.2_ASM216530v2_CDS_0654"
"GCF_002165305.2_ASM216530v2_CDS_0750","cloud","","2","2","1.0","NA","NA","","","","1895","1910","1902.5","","","","","","GCF_002165295.2_ASM216529v2_CDS_0884","","","","GCF_002165305.2_ASM216530v2_CDS_0750"
"GCF_002165305.2_ASM216530v2_CDS_0782","cloud","","1","1","1.0","NA","NA","","","","440","440","440.0","","","","","","","","","","GCF_002165305.2_ASM216530v2_CDS_0782"
"GCF_002165305.2_ASM216530v2_CDS_0814","cloud","","1","1","1.0","NA","NA","","","","866","866","866.0","","","","","","","","","","GCF_002165305.2_ASM216530v2_CDS_0814"
"GCF_002165305.2_ASM216530v2_CDS_0911","cloud","","1","1","1.0","NA","NA","","","","632","632","632.0","","","","","","","","","","GCF_002165305.2_ASM216530v2_CDS_0911"
"GCF_002165305.2_ASM216530v2_CDS_0975","cloud","","1","1","1.0","NA","NA","","","","545","545","545.0","","","","","","","","","","GCF_002165305.2_ASM216530v2_CDS_0975"
"GCF_002165305.2_ASM216530v2_CDS_1039","cloud","","1","1","1.0","NA","NA","","","","1511","1511","1511.0","","","","","","","","","","GCF_002165305.2_ASM216530v2_CDS_1039"
"GCF_002165305.2_ASM216530v2_CDS_1103","persistent","","10","10","1.0","NA","NA","","","","1430","1445","1442.3","GCF_001278715.1_ASM127871v1_CDS_0286","GCF_002165255.2_ASM216525v2_CDS_1640","GCF_001647675.1_ASM164767v1_CDS_1327","GCF_002688565.1_ASM268856v1_CDS_2259","GCF_002934695.1_ASM293469v1_CDS_1053","GCF_002165295.2_ASM216529v2_CDS_2012","GCA_001581975.1_ASM158197v1_CDS_1329","GCF_001612555.1_ASM161255v1_CDS_1298","GCF_001696615.3_ASM169661v3_CDS_0404","GCF_002165305.2_ASM216530v2_CDS_1103"
"GCF_002165305.2_ASM216530v2_CDS_1199","cloud","","1","1","1.0","NA","NA","","","","401","401","401.0","","","","","","","","","","GCF_002165305.2_ASM216530v2_CDS_1199"
"GCF_002165305.2_ASM216530v2_CDS_1231","cloud","","1","1","1.0","NA","NA","","","","1034","1034","1034.0","","","","","","","","","","GCF_002165305.2_ASM216530v2_CDS_1231"
"GCF_002165305.2_ASM216530v2_CDS_1263","cloud","","1","1","1.0","NA","NA","","","","149","149","149.0","","","","","","","","","","GCF_002165305.2_ASM216530v2_CDS_1263"
"GCF_002165305.2_ASM216530v2_CDS_1295","cloud","","1","1","1.0","NA","NA","","","","968","968","968.0","","","","","","","","","","GCF_002165305.2_ASM216530v2_CDS_1295"
"GCF_002165305.2_ASM216530v2_CDS_1327","cloud","","1","1","1.0","NA","NA","","","","650","650","650.0","","","","","","","","","","GCF_002165305.2_ASM216530v2_CDS_1327"
"GCF_002165305.2_ASM216530v2_CDS_1423","cloud","","1","1","1.0","NA","NA","","","","1505","1505","1505.0","","","","","","","","","","GCF_002165305.2_ASM216530v2_CDS_1423"
"GCF_002165305.2_ASM216530v2_CDS_1519","cloud","","1","1","1.0","NA","NA","","","","383","383","383.0","","","","","","","","","","GCF_002165305.2_ASM216530v2_CDS_1519"
"GCF_002165305.2_ASM216530v2_CDS_1551","cloud","","1","1","1.0","NA","NA","","","","761","761","761.0","","","","","","","","","","GCF_002165305.2_ASM216530v2_CDS_1551"
"GCF_002165305.2_ASM216530v2_CDS_1647","cloud","","1","1","1.0","NA","NA","","","","1178","1178","1178.0","","","","","","","","","","GCF_002165305.2_ASM216530v2_CDS_1647"
"GCF_002165305.2_ASM216530v2_CDS_1711","cloud","","1","1","1.0","NA","NA","","","","1451","1451","1451.0","","","","","","","","","","GCF_002165305.2_ASM216530v2_CDS_1711"
"GCF_002165305.2_ASM216530v2_CDS_1775","cloud","","1","1","1.0","NA","NA","","","","200","200","200.0","","","","","","","","","","GCF_002165305.2_ASM216530v2_CDS_1775"
"GCF_002165305.2_ASM216530v2_CDS_1807","cloud","","1","1","1.0","NA","NA","","","","1502","1502","1502.0","","","","","","","","","","GCF_002165305.2_ASM216530v2_CDS_1807"
"GCF_001612555.1_ASM161255v1_CDS_1041","cloud","","1","1","1.0","NA","NA","","","","239","239","239.0","","","","","","","","GCF_001612555.1_ASM161255v1_CDS_1041","",""
"GCF_001612555.1_ASM161255v1_CDS_1073","cloud","","1","1","1.0","NA","NA","","","","644","644","644.0","","","","","","","","GCF_001612555.1_ASM161255v1_CDS_1073","",""
"GCF_001612555.1_ASM161255v1_CDS_1105","cloud","","1","1","1.0","NA","NA","","","","1991","1991","1991.0","","","","","","","","GCF_001612555.1_ASM161255v1_CDS_1105","",""
"GCF_001612555.1_ASM161255v1_CDS_1137","cloud","","1","1","1.0","NA","NA","","","","602","602","602.0","","","","","","","","GCF_001612555.1_ASM161255v1_CDS_1137","",""
"GCF_001612555.1_ASM161255v1_CDS_1169","cloud","","1","1","1.0","NA","NA","","","","146","146","146.0","","","","","","","","GCF_001612555.1_ASM161255v1_CDS_1169","",""
"GCF_001612555.1_ASM161255v1_CDS_1201","cloud","","1","1","1.0","NA","NA","","","","596","596","596.0","","","","","","","","GCF_001612555.1_ASM161255v1_CDS_1201","",""
"GCF_001612555.1_ASM161255v1_CDS_1233","cloud","","1","1","1.0","NA","NA","","","","266","266","266.0","","","","","","","","GCF_001612555.1_ASM161255v1_CDS_1233","",""
"GCF_001612555.1_ASM161255v1_CDS_1297","cloud","","1","1","1.0","NA","NA","","","","98","98","98.0","","","","","","","","GCF_001612555.1_ASM161255v1_CDS_1297","",""
"GCF_001612555.1_ASM161255v1_CDS_1329","cloud","","1","1","1.0","NA","NA","","","","392","392","392.0","","","","","","","","GCF_001612555.1_ASM161255v1_CDS_1329","",""
"GCF_001612555.1_ASM161255v1_CDS_1361","cloud","","1","1","1.0","NA","NA","","","","848","848","848.0","","","","","","","","GCF_001612555.1_ASM161255v1_CDS_1361","",""
"GCF_001612555.1_ASM161255v1_CDS_1393","cloud","","1","1","1.0","NA","NA","","","","464","464","464.0","","","","","","","","GCF_001612555.1_ASM161255v1_CDS_1393","",""
"GCF_001612555.1_ASM161255v1_CDS_1425","cloud","","1","1","1.0","NA","NA","","","","110","110","110.0","","","","","","","","GCF_001612555.1_ASM161255v1_CDS_1425","",""
"GCF_001612555.1_ASM161255v1_CDS_1490","cloud","","1","1","1.0","NA","NA","","","","1004","1004","1004.0","","","","","","","","GCF_001612555.1_ASM161255v1_CDS_1490","",""
"GCF_001612555.1_ASM161255v1_CDS_1522","cloud","","1","1","1.0","NA","NA","","","","2123","2123","2123.0","","","","","","","","GCF_001612555.1_ASM161255v1_CDS_1522","",""
"GCF_001612555.1_ASM161255v1_CDS_1586","cloud","","1","1","1.0","NA","NA","","","","677","677","677.0","","","","","","","","GCF_001612555.1_ASM161255v1_CDS_1586","",""
"GCF_001612555.1_ASM161255v1_CDS_1618","cloud","","1","1","1.0","NA","NA","","","","1208","1208","1208.0","","","","","","","","GCF_001612555.1_ASM161255v1_CDS_1618","",""
"GCF_001612555.1_ASM161255v1_CDS_1650","cloud","","1","1","1.0","NA","NA","","","","746","746","746.0","","","","","","","","GCF_001612555.1_ASM161255v1_CDS_1650","",""
"GCF_001612555.1_ASM161255v1_CDS_1682","cloud","","1","1","1.0","NA","NA","","","","446","446","446.0","","","","","","","","GCF_001612555.1_ASM161255v1_CDS_1682","",""
"GCF_001612555.1_ASM161255v1_CDS_1714","cloud","","1","1","1.0","NA","NA","","","","2741","2741","2741.0","","","","","","","","GCF_001612555.1_ASM161255v1_CDS_1714","",""
"GCF_001612555.1_ASM161255v1_CDS_1842","cloud","","1","1","1.0","NA","NA","","","","845","845","845.0","","","","","","","","GCF_001612555.1_ASM161255v1_CDS_1842","",""
"GCF_001612555.1_ASM161255v1_CDS_1906","cloud","","1","1","1.0","NA","NA","","","","713","713","713.0","","","","","","","","GCF_001612555.1_ASM161255v1_CDS_1906","",""
"GCF_001612555.1_ASM161255v1_CDS_1970","cloud","","1","1","1.0","NA","NA","","","","881","881","881.0","","","","","","","","GCF_001612555.1_ASM161255v1_CDS_1970","",""
"GCF_001612555.1_ASM161255v1_CDS_2098","cloud","","1","1","1.0","NA","NA","","","","620","620","620.0","","","","","","","","GCF_001612555.1_ASM161255v1_CDS_2098","",""
"GCF_001612555.1_ASM161255v1_CDS_2162","cloud","","1","1","1.0","NA","NA","","","","1184","1184","1184.0","","","","","","","","GCF_001612555.1_ASM161255v1_CDS_2162","",""
"GCF_001612555.1_ASM161255v1_CDS_2226","cloud","","1","1","1.0","NA","NA","","","","128","128","128.0","","","","","","","","GCF_001612555.1_ASM161255v1_CDS_2226","",""
"GCF_001612555.1_ASM161255v1_CDS_2258","cloud","","1","1","1.0","NA","NA","","","","779","779","779.0","","","","","","","","GCF_001612555.1_ASM161255v1_CDS_2258","",""
"GCF_001612555.1_ASM161255v1_CDS_2290","cloud","","1","1","1.0","NA","NA","","","","431","431","431.0","","","","","","","","GCF_001612555.1_ASM161255v1_CDS_2290","",""
"GCF_001612555.1_ASM161255v1_CDS_2386","cloud","","1","1","1.0","NA","NA","","","","1244","1244","1244.0","","","","","","","","GCF_001612555.1_ASM161255v1_CDS_2386","",""
"GCF_001612555.1_ASM161255v1_CDS_2418","cloud","","1","1","1.0","NA","NA","","","","497","497","497.0","","","","","","","","GCF_001612555.1_ASM161255v1_CDS_2418","",""
"GCF_001612555.1_ASM161255v1_CDS_2514","cloud","","1","1","1.0","NA","NA","","","","356","356","356.0","","","","","","","","GCF_001612555.1_ASM161255v1_CDS_2514","",""
"GCF_001612555.1_ASM161255v1_CDS_2546","cloud","","1","1","1.0","NA","NA","","","","449","449","449.0","","","","","","","","GCF_001612555.1_ASM161255v1_CDS_2546","",""
"GCF_001612555.1_ASM161255v1_CDS_2578","cloud","","1","1","1.0","NA","NA","","","","218","218","218.0","","","","","","","","GCF_001612555.1_ASM161255v1_CDS_2578","",""
"GCF_001612555.1_ASM161255v1_CDS_2610","cloud","","1","1","1.0","NA","NA","","","","437","437","437.0","","","","","","","","GCF_001612555.1_ASM161255v1_CDS_2610","",""
"GCF_001612555.1_ASM161255v1_CDS_2642","cloud","","1","1","1.0","NA","NA","","","","326","326","326.0","","","","","","","","GCF_001612555.1_ASM161255v1_CDS_2642","",""
"GCF_001612555.1_ASM161255v1_CDS_2674","cloud","","1","1","1.0","NA","NA","","","","743","743","743.0","","","","","","","","GCF_001612555.1_ASM161255v1_CDS_2674","",""
"GCF_001612555.1_ASM161255v1_CDS_2803","cloud","","1","1","1.0","NA","NA","","","","536","536","536.0","","","","","","","","GCF_001612555.1_ASM161255v1_CDS_2803","",""
"GCF_001612555.1_ASM161255v1_CDS_2835","cloud","","1","1","1.0","NA","NA","","","","866","866","866.0","","","","","","","","GCF_001612555.1_ASM161255v1_CDS_2835","",""
"GCF_001612555.1_ASM161255v1_CDS_2899","cloud","","2","2","1.0","NA","NA","","","","887","890","888.5","","","","","","GCF_002165295.2_ASM216529v2_CDS_0273","","GCF_001612555.1_ASM161255v1_CDS_2899","",""
"GCF_001612555.1_ASM161255v1_CDS_2963","cloud","","1","1","1.0","NA","NA","","","","1271","1271","1271.0","","","","","","","","GCF_001612555.1_ASM161255v1_CDS_2963","",""
"GCF_001612555.1_ASM161255v1_CDS_3027","persistent","","10","10","1.0","NA","NA","","","","851","1049","1017.5","GCF_001278715.1_ASM127871v1_CDS_1714","GCF_002165255.2_ASM216525v2_CDS_0137","GCF_001647675.1_ASM164767v1_CDS_0048","GCF_002688565.1_ASM268856v1_CDS_0873","GCF_002934695.1_ASM293469v1_CDS_2708","GCF_002165295.2_ASM216529v2_CDS_0152","GCA_001581975.1_ASM158197v1_CDS_0171","GCF_001612555.1_ASM161255v1_CDS_3027","GCF_001696615.3_ASM169661v3_CDS_1716","GCF_002165305.2_ASM216530v2_CDS_0145"
"GCF_001612555.1_ASM161255v1_CDS_3059","cloud","","1","1","1.0","NA","NA","","","","542","542","542.0","","","","","","","","GCF_001612555.1_ASM161255v1_CDS_3059","",""
"GCF_001612555.1_ASM161255v1_CDS_3155","cloud","","1","1","1.0","NA","NA","","","","1010","1010","1010.0","","","","","","","","GCF_001612555.1_ASM161255v1_CDS_3155","",""
"GCF_001612555.1_ASM161255v1_CDS_3187","cloud","","1","1","1.0","NA","NA","","","","230","230","230.0","","","","","","","","GCF_001612555.1_ASM161255v1_CDS_3187","",""
"GCF_001612555.1_ASM161255v1_CDS_3220","cloud","","1","1","1.0","NA","NA","","","","1253","1253","1253.0","","","","","","","","GCF_001612555.1_ASM161255v1_CDS_3220","",""
"GCF_001612555.1_ASM161255v1_CDS_3252","cloud","","1","1","1.0","NA","NA","","","","527","527","527.0","","","","","","","","GCF_001612555.1_ASM161255v1_CDS_3252","",""
"GCF_001612555.1_ASM161255v1_CDS_3284","cloud","","1","1","1.0","NA","NA","","","","380","380","380.0","","","","","","","","GCF_001612555.1_ASM161255v1_CDS_3284","",""
"GCF_001612555.1_ASM161255v1_CDS_3316","cloud","","1","1","1.0","NA","NA","","","","503","503","503.0","","","","","","","","GCF_001612555.1_ASM161255v1_CDS_3316","",""
"GCF_001612555.1_ASM161255v1_CDS_3348","cloud","","1","1","1.0","NA","NA","","","","146","146","146.0","","","","","","","","GCF_001612555.1_ASM161255v1_CDS_3348","",""
"GCF_001612555.1_ASM161255v1_CDS_3380","cloud","","1","1","1.0","NA","NA","","","","143","143","143.0","","","","","","","","GCF_001612555.1_ASM161255v1_CDS_3380","",""
"GCF_001612555.1_ASM161255v1_CDS_3412","cloud","","1","1","1.0","NA","NA","","","","542","542","542.0","","","","","","","","GCF_001612555.1_ASM161255v1_CDS_3412","",""
"GCF_001612555.1_ASM161255v1_CDS_3444","cloud","","1","1","1.0","NA","NA","","","","500","500","500.0","","","","","","","","GCF_001612555.1_ASM161255v1_CDS_3444","",""
"GCF_001612555.1_ASM161255v1_CDS_3476","cloud","","1","1","1.0","NA","NA","","","","539","539","539.0","","","","","","","","GCF_001612555.1_ASM161255v1_CDS_3476","",""
"GCF_001612555.1_ASM161255v1_CDS_3508","cloud","","1","1","1.0","NA","NA","","","","992","992","992.0","","","","","","","","GCF_001612555.1_ASM161255v1_CDS_3508","",""
"GCF_001612555.1_ASM161255v1_CDS_3540","cloud","","1","1","1.0","NA","NA","","","","608","608","608.0","","","","","","","","GCF_001612555.1_ASM161255v1_CDS_3540","",""
"GCF_001612555.1_ASM161255v1_CDS_3572","cloud","","2","2","1.0","NA","NA","","","","893","893","893.0","","","","","GCF_002934695.1_ASM293469v1_CDS_3178","","","GCF_001612555.1_ASM161255v1_CDS_3572","",""
"GCF_001696615.3_ASM169661v3_CDS_0031","cloud","","1","1","1.0","NA","NA","","","","755","755","755.0","","","","","","","","","GCF_001696615.3_ASM169661v3_CDS_0031",""
"GCF_001696615.3_ASM169661v3_CDS_0063","cloud","","1","1","1.0","NA","NA","","","","233","233","233.0","","","","","","","","","GCF_001696615.3_ASM169661v3_CDS_0063",""
"GCF_001696615.3_ASM169661v3_CDS_0095","cloud","","1","1","1.0","NA","NA","","","","179","179","179.0","","","","","","","","","GCF_001696615.3_ASM169661v3_CDS_0095",""
"GCF_001696615.3_ASM169661v3_CDS_0127","cloud","","1","1","1.0","NA","NA","","","","926","926","926.0","","","","","","","","","GCF_001696615.3_ASM169661v3_CDS_0127",""
"GCF_001696615.3_ASM169661v3_CDS_0223","cloud","","1","1","1.0","NA","NA","","","","1589","1589","1589.0","","","","","","","","","GCF_001696615.3_ASM169661v3_CDS_0223",""
"GCF_001696615.3_ASM169661v3_CDS_0255","cloud","","1","1","1.0","NA","NA","","","","650","650","650.0","","","","","","","","","GCF_001696615.3_ASM169661v3_CDS_0255",""
"GCF_001696615.3_ASM169661v3_CDS_0289","cloud","","1","1","1.0","NA","NA","","","","383","383","383.0","","","","","","","","","GCF_001696615.3_ASM169661v3_CDS_0289",""
"GCF_001696615.3_ASM169661v3_CDS_0321","persistent","","7","7","1.0","NA","NA","","","","824","824","824.0","GCF_001278715.1_ASM127871v1_CDS_2709","","GCF_001647675.1_ASM164767v1_CDS_1019","GCF_002688565.1_ASM268856v1_CDS_2759","GCF_002934695.1_ASM293469v1_CDS_1534","GCF_002165295.2_ASM216529v2_CDS_1830","","","GCF_001696615.3_ASM169661v3_CDS_0321","GCF_002165305.2_ASM216530v2_CDS_1168"
"GCF_001696615.3_ASM169661v3_CDS_0353","cloud","","1","1","1.0","NA","NA","","","","800","800","800.0","","","","","","","","","GCF_001696615.3_ASM169661v3_CDS_0353",""
"GCF_001696615.3_ASM169661v3_CDS_0417","cloud","","1","1","1.0","NA","NA","","","","509","509","509.0","","","","","","","","","GCF_001696615.3_ASM169661v3_CDS_0417",""
"GCF_001696615.3_ASM169661v3_CDS_0449","cloud","","1","1","1.0","NA","NA","","","","1007","1007","1007.0","","","","","","","","","GCF_001696615.3_ASM169661v3_CDS_0449",""
"GCF_001696615.3_ASM169661v3_CDS_0513","cloud","","1","1","1.0","NA","NA","","","","251","251","251.0","","","","","","","","","GCF_001696615.3_ASM169661v3_CDS_0513",""
"GCF_001696615.3_ASM169661v3_CDS_0545","cloud","","1","1","1.0","NA","NA","","","","419","419","419.0","","","","","","","","","GCF_001696615.3_ASM169661v3_CDS_0545",""
"GCF_001696615.3_ASM169661v3_CDS_0577","cloud","","1","1","1.0","NA","NA","","","","2144","2144","2144.0","","","","","","","","","GCF_001696615.3_ASM169661v3_CDS_0577",""
"GCF_001696615.3_ASM169661v3_CDS_2124","cloud","","1","1","1.0","NA","NA","","","","3815","3815","3815.0","","","","","","","","","GCF_001696615.3_ASM169661v3_CDS_2124",""
"GCF_001696615.3_ASM169661v3_CDS_2156","cloud","","1","1","1.0","NA","NA","","","","410","410","410.0","","","","","","","","","GCF_001696615.3_ASM169661v3_CDS_2156",""
"GCF_001696615.3_ASM169661v3_CDS_2220","cloud","","1","1","1.0","NA","NA","","","","635","635","635.0","","","","","","","","","GCF_001696615.3_ASM169661v3_CDS_2220",""
"GCF_001696615.3_ASM169661v3_CDS_2348","cloud","","1","1","1.0","NA","NA","","","","869","869","869.0","","","","","","","","","GCF_001696615.3_ASM169661v3_CDS_2348",""
"GCF_001696615.3_ASM169661v3_CDS_2380","cloud","","1","1","1.0","NA","NA","","","","1028","1028","1028.0","","","","","","","","","GCF_001696615.3_ASM169661v3_CDS_2380",""
"GCF_001696615.3_ASM169661v3_CDS_2479","cloud","","1","1","1.0","NA","NA","","","","239","239","239.0","","","","","","","","","GCF_001696615.3_ASM169661v3_CDS_2479",""
"GCF_001696615.3_ASM169661v3_CDS_2511","cloud","","1","1","1.0","NA","NA","","","","761","761","761.0","","","","","","","","","GCF_001696615.3_ASM169661v3_CDS_2511",""
"GCF_001696615.3_ASM169661v3_CDS_2575","cloud","","1","1","1.0","NA","NA","","","","1082","1082","1082.0","","","","","","","","","GCF_001696615.3_ASM169661v3_CDS_2575",""
"GCF_001696615.3_ASM169661v3_CDS_2703","cloud","","1","1","1.0","NA","NA","","","","1178","1178","1178.0","","","","","","","","","GCF_001696615.3_ASM169661v3_CDS_2703",""
"GCF_001696615.3_ASM169661v3_CDS_2735","cloud","","1","1","1.0","NA","NA","","","","1988","1988","1988.0","","","","","","","","","GCF_001696615.3_ASM169661v3_CDS_2735",""
"GCF_001696615.3_ASM169661v3_CDS_2863","cloud","","1","1","1.0","NA","NA","","","","2999","2999","2999.0","","","","","","","","","GCF_001696615.3_ASM169661v3_CDS_2863",""
"GCF_001696615.3_ASM169661v3_CDS_2959","cloud","","1","1","1.0","NA","NA","","","","1400","1400","1400.0","","","","","","","","","GCF_001696615.3_ASM169661v3_CDS_2959",""
"GCF_001696615.3_ASM169661v3_CDS_2991","cloud","","1","1","1.0","NA","NA","","","","1151","1151","1151.0","","","","","","","","","GCF_001696615.3_ASM169661v3_CDS_2991",""
"GCF_001696615.3_ASM169661v3_CDS_3055","cloud","","1","1","1.0","NA","NA","","","","701","701","701.0","","","","","","","","","GCF_001696615.3_ASM169661v3_CDS_3055",""
"GCF_001696615.3_ASM169661v3_CDS_3087","cloud","","1","1","1.0","NA","NA","","","","866","866","866.0","","","","","","","","","GCF_001696615.3_ASM169661v3_CDS_3087",""
"GCF_001696615.3_ASM169661v3_CDS_3119","cloud","","1","1","1.0","NA","NA","","","","98","98","98.0","","","","","","","","","GCF_001696615.3_ASM169661v3_CDS_3119",""
"GCF_001696615.3_ASM169661v3_CDS_3151","cloud","","1","1","1.0","NA","NA","","","","455","455","455.0","","","","","","","","","GCF_001696615.3_ASM169661v3_CDS_3151",""
"GCF_001696615.3_ASM169661v3_CDS_3215","cloud","","1","1","1.0","NA","NA","","","","449","449","449.0","","","","","","","","","GCF_001696615.3_ASM169661v3_CDS_3215",""
"GCF_001696615.3_ASM169661v3_CDS_3279","cloud","","1","1","1.0","NA","NA","","","","623","623","623.0","","","","","","","","","GCF_001696615.3_ASM169661v3_CDS_3279",""
"GCF_001696615.3_ASM169661v3_CDS_3311","cloud","","1","1","1.0","NA","NA","","","","602","602","602.0","","","","","","","","","GCF_001696615.3_ASM169661v3_CDS_3311",""
